property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-BDA60D1822BF,42000000,Pune,Dhanori,Independent House,4,6,1,7000,,,,,,18.341326255287026,73.7532625057747,3.725,2.961,1.825,3.898,11.15,2.645,4.795,29.7,21660.0,23000.0,29.11,25.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,74,41,67,74,84.0,1750.0,1.5,,,7.467942332285852,,3.4048573424936426,6033.485000000001,0.65349580596573,0.5028917169779087
PROP-EDB1EF0119E2,3800000,Mumbai,Naigaon East,Apartment,1,2,1,450,8.0,9.0,,,,19.093927671996017,72.77827010554599,4.158,1.356,6.615,13.446,3.562,1.454,2.975,35.5,14955.0,13750.0,26.91,20.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,32.1,53.0,17.0,14,0.429,0,90,48,79,90,96.3,450.0,2.0,,0.889,6.111467339502679,,3.328985047548231,6033.485000000001,6.0771952970243,1.956877684731579
PROP-7A954D76BA2B,7300000,Bengaluru,Richards Town,Apartment,3,3,1,1200,1.0,4.0,,,,13.062864526132936,77.45276914088453,1.947,5.34,5.412,10.601,2.017,0.244,2.211,40.9,110000.0,110000.0,57.89,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,400.0,1.0,,0.25,5.993961427306569,,4.07567129695648,6033.485000000001,18.231585891072903,2.9565540258348317
PROP-8D4550CF078E,4250000,Pune,Uruli Kanchan,Apartment,2,3,0,900,5.0,7.0,,,,18.59034083443051,74.00439155038563,0.303,1.308,4.62,7.655,4.371,6.866,2.416,45.3,8000.0,8000.0,9.79,1.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,18.9,37.0,7.0,6,0.333,0,88,50,83,88,93.7,450.0,1.5,,0.714,6.111467339502679,,2.378619779270043,6033.485000000001,1.7679113591343418,1.018093013808537
PROP-279BEB9B7BDA,12000000,Mumbai,Dharavi,Apartment,1,2,1,547,2.0,13.0,,,,19.00785199764185,73.10465244600083,4.911,3.094,10.965,12.379,10.533,5.134,2.313,17.2,102803.9,60000.0,83.05,1696.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,18.2,55.0,10.0,12,0.083,0,102,56,92,102,105.7,547.0,2.0,,0.154,6.306275286948016,,4.431411859854625,6033.485000000001,21.81609081198685,3.127466024412729
PROP-5E515C9892F8,6000000,Chennai,Velachery,Apartment,2,3,1,994,1.0,4.0,,,South,13.05042,80.258421,2.325,1.909,3.869,3.556,2.345,3.575,1.186,41.6,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,10.5,57.0,6.0,3,0.667,0,56,30,49,56,62.3,497.0,1.5,,0.25,6.210600077024653,,,6033.485000000001,,
PROP-9543D6BDA97A,1600000,Pune,Fursungi,Apartment,1,2,0,510,2.0,,,,,18.34620067108529,73.7100531064573,6.913,3.525,2.418,5.215,11.467,2.952,4.179,22.4,32222.55,23000.0,28.39,1762.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,74,41,67,74,84.0,510.0,2.0,,,6.236369590203704,,3.380654480430826,6033.485000000001,8.969550277961002,2.2995354754298925
PROP-3110F589BA2D,5500000,Bengaluru,Rr Nagar,Apartment,2,3,1,1200,4.0,4.0,,,,12.824832206609749,77.3876305568201,11.545,6.211,7.444,4.783,15.212,8.772,4.529,6.2,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,72.3,47.0,34.0,12,0.417,0,64,34,55,64,67.3,600.0,1.5,,1.0,6.398594934535208,,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-C2B718A46C91,4200000,Chennai,Madambakkam,Apartment,2,3,0,832,1.0,2.0,,,,13.087314477574838,80.08595065143106,2.682,2.674,5.269,11.341,4.094,4.088,4.053,28.2,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,416.0,1.5,,0.5,6.0330862217988015,,,6033.485000000001,,
PROP-95D54E473276,6000000,Delhi,Kondli,Apartment,2,3,1,1000,3.0,3.0,,,North-East,28.80837154890786,77.16373446212687,3.589,6.017,4.785,10.024,5.467,0.943,3.277,25.9,2900.0,2900.0,24.17,1.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,25.0,33.0,48,0.146,0,228,126,207,228,239.7,500.0,1.5,,1.0,6.2166061010848646,,3.2256528091472245,6033.485000000001,0.5767810809175791,0.4553854783810301
PROP-D881023C4623,2500000,Pune,Uruli Kanchan,Apartment,1,2,1,479,7.0,8.0,,,,18.59034083443051,74.00439155038563,0.303,1.308,4.62,7.655,4.371,6.866,2.416,45.3,8000.0,8000.0,9.79,1.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,88,50,83,88,93.7,479.0,2.0,,0.875,6.173786103901937,,2.378619779270043,6033.485000000001,3.321754119459098,1.4636613660126685
PROP-290654392909,1450000,Delhi,Najafgarh,Independent House,2,4,1,2500,,,,,,28.66517509407821,77.3438240849301,5.607,5.214,0.458,12.338,12.145,1.466,2.636,34.4,8406.25,8000.0,11.88,16.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,1250.0,2.0,0.6,,7.131698510466912,0.4700036292457356,2.5556757206762075,6033.485000000001,0.6364480892883632,0.492528093886704
PROP-F97B26905F1C,5145000,Delhi,Tughlakabad,Apartment,2,2,1,750,2.0,,,,,28.772773691312263,76.93722243722135,11.729,6.366,4.328,12.562,9.898,14.372,9.9,9.2,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,34.0,41.0,11,0.636,0,182,105,171,182,201.7,375.0,1.0,0.8,,5.929589143389895,0.5877866649021191,3.359680701459222,6033.485000000001,5.834107485143329,1.921925881568148
PROP-E88915063F54,9000000,Bengaluru,Ullal Uppanagar,Independent House,3,3,1,1200,,,,,,13.03750621721183,77.78677637264549,2.121,4.454,3.954,12.371,8.49,1.575,2.087,33.5,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,400.0,1.0,1.0,,5.993961427306569,0.6931471805599453,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-E933A628E495,4900000,Bengaluru,Electronic City,Apartment,2,3,1,1154,4.0,4.0,,,North,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,25.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,577.0,1.5,,1.0,6.359573868672378,,3.204371138665319,6033.485000000001,5.170451331957024,1.8197719846677811
PROP-F8E3ED1C784D,3000000,Chennai,Veppampattu,Villa,2,3,1,1000,,,,,East,13.02106669602598,80.36287375873185,3.86,4.809,6.338,7.15,10.392,1.109,4.071,23.3,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,500.0,1.5,,,6.2166061010848646,,,6033.485000000001,,
PROP-E821A6FEA8EA,3400000,Chennai,Chembarambakkam,Apartment,2,3,0,1042,2.0,2.0,,,,13.056521996182406,80.11022070365793,2.029,2.487,1.727,11.068,2.111,1.405,1.033,46.0,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,521.0,1.5,,1.0,6.257667587882639,,,6033.485000000001,,
PROP-7B518A7380BA,25000000,Bengaluru,Attiguppe,Independent House,6,4,1,3600,,,,,East,12.960474932119444,77.70853772368477,2.942,2.242,5.668,6.605,1.579,1.624,2.405,38.8,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,600.0,0.667,,,6.398594934535208,,3.4339872044851463,6033.485000000001,1.9336530490531867,1.0762484208720418
PROP-E466B369EF35,3200000,Pune,Katraj,Apartment,2,3,0,900,4.0,4.0,,,,18.634162183054187,73.98121987272317,4.984,6.183,0.946,13.041,6.58,6.166,3.333,29.2,16713.56,13500.0,17.5,16.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,88,50,83,88,93.7,450.0,1.5,0.528,1.0,6.111467339502679,0.4239596907443287,2.917770732084279,6033.485000000001,2.9833504185392017,1.382123278873233
PROP-489DC8CA2ED4,9000000,Bengaluru,Jaya Chamarajendra Nagar,Apartment,2,3,0,1238,2.0,,,,,12.783586174543284,77.38000320185421,15.095,2.254,11.248,9.424,14.084,13.327,9.187,13.0,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,24.0,50.0,12.0,14,0.357,0,64,34,55,64,67.3,619.0,1.5,,,6.429719478039138,,3.4339872044851463,6033.485000000001,5.622900627295212,1.8905334352071608
PROP-6B15FA5E360D,5300000,Pune,Dhanori,Apartment,2,3,0,960,2.0,11.0,,,,18.341326255287026,73.7532625057747,3.725,2.961,1.825,3.898,11.15,2.645,4.795,29.7,21660.0,23000.0,29.11,25.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,74,41,67,74,84.0,480.0,1.5,,0.182,6.175867270105761,,3.4048573424936426,6033.485000000001,4.765073585166781,1.7518179177621602
PROP-1F170054874C,7000000,Bengaluru,Bettadasanapura,Independent House,1,2,1,650,,,,,,13.112948013473703,77.35949686781994,9.389,10.184,6.223,19.311,12.143,8.345,6.427,4.8,6250.0,6250.0,12.92,2.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,650.0,2.0,,,6.478509642208569,,2.633326654906273,6033.485000000001,1.912404114448207,1.0689788962720066
PROP-EFD660109901,2400000,Pune,Talegaon Dabhade,Apartment,1,2,1,429,2.0,9.0,,,,18.48085727632623,73.86992107044398,1.012,1.058,1.997,3.013,4.236,0.693,2.418,60.1,13600.0,12000.0,17.14,5.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,65.5,29.0,19.0,4,0.5,0,88,50,83,88,93.7,429.0,2.0,,0.222,6.063785208687608,,2.8981194446869907,6033.485000000001,5.563357423849328,1.881502274445868
PROP-E75A28BC213C,16000000,Mumbai,Lower Parel,Apartment,1,2,1,410,0.0,4.0,,,East,18.958035570291297,72.62111722932546,8.412,5.981,11.523,28.824,17.418,4.663,8.224,7.8,170333.33,127500.0,139.88,12.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,33.3,39.0,13.0,5,0.4,0,90,48,79,90,96.3,410.0,2.0,,0.0,6.018593214496234,,4.94790846418795,6033.485000000001,61.849947701422494,4.140750102918528
PROP-BC5A56D9FC6F,22000000,Bengaluru,Kpc Layout,Apartment,4,4,1,2700,10.0,12.0,,,,13.136487109832132,77.44221748688318,3.092,0.923,4.566,16.882,7.128,2.275,4.143,34.4,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,675.0,1.0,,0.833,6.516193076042964,,3.4339872044851463,6033.485000000001,2.5782040654042486,1.274861016831972
PROP-246D09705402,5700000,Chennai,Medavakkam,Apartment,3,3,0,1035,0.0,3.0,,,,13.124896830150638,80.2994338201786,0.667,3.18,2.126,3.925,2.041,1.128,1.21,54.9,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,81,46,75,81,83.7,345.0,1.0,,0.0,5.846438775057725,,,6033.485000000001,,
PROP-CD5E24F8A91B,8200000,Bengaluru,Hbr Layout,Apartment,2,3,0,1060,3.0,4.0,,,,13.003757678104977,77.65370455509668,2.175,0.865,2.516,3.142,5.865,4.123,1.283,41.2,28083.33,30000.0,29.79,6.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,530.0,1.5,,0.75,6.274762021241939,,3.427189961936409,6033.485000000001,5.628963053847551,1.891448389831074
PROP-7658D2B9A7BF,5500000,Delhi,Ghitorni,Independent House,5,2,1,710,,,,,,28.661612967665285,77.54899716892339,14.268,6.031,10.935,22.452,19.374,0.677,8.263,18.0,7600.0,8000.0,17.98,5.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,142.0,0.4,,,4.962844630259907,,2.9433857931817817,6033.485000000001,2.241014398902687,1.1758863668840946
PROP-3745FC8C2AA5,7000000,Bengaluru,Doddakannelli,Apartment,2,3,0,1254,,,1.0,,,12.938235741014404,77.52336197557167,2.842,2.652,5.651,5.084,2.191,4.453,1.681,33.4,57285.71,45000.0,36.36,7.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,30.0,31.0,7,0.429,0,64,34,55,64,67.3,627.0,1.5,,,6.442540166468199,,3.620600613360642,6033.485000000001,7.137201958227757,2.0964463811469303
PROP-CB472A0DEDE7,5000000,Bengaluru,Ramamurthy Nagar,Apartment,2,3,1,1100,3.0,5.0,,,,13.154399994228218,77.44700942341638,5.035,2.149,5.025,18.199,8.892,4.333,4.966,23.0,18576.92,18000.0,23.53,13.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,44.8,29.0,13.0,5,0.8,0,61,32,53,61,63.0,550.0,1.5,,0.6,6.311734809152915,,3.199896858270398,6033.485000000001,3.2545640929518567,1.4479923109376522
PROP-805557F2B17F,2300000,Delhi,Khera Khurd,Apartment,1,1,0,358,4.0,5.0,,,,28.67593323967097,77.3695710128245,3.352,3.744,2.776,13.494,15.993,3.82,3.058,25.0,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,358.0,1.0,,0.8,5.883322388488279,,3.359680701459222,6033.485000000001,12.22229221747904,2.581904209520217
PROP-2C404B5FB213,44500000,Mumbai,Bandra West,Apartment,2,2,1,717,5.0,15.0,,,,19.136093,72.8517115,2.797,7.358,6.565,5.961,4.901,3.337,3.408,20.9,280984.0,190000.0,189.47,25.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,87.5,24.0,21.0,9,0.667,0,102,56,92,102,105.7,358.5,1.0,,0.333,5.884714177161102,,5.249494701850468,6033.485000000001,52.7044704344443,3.983496246363545
PROP-80CDB98C1289,67000000,Bengaluru,Vijayanagar,Independent House,5,3,1,3000,,,,,,12.91575106016337,77.45353955692009,2.594,3.251,5.921,6.084,3.707,6.285,2.613,28.1,22700.0,25000.0,21.88,5.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,600.0,0.6,,,6.398594934535208,,3.130263166511597,6033.485000000001,1.6574168991884457,0.9773545604490648
PROP-5688212C8031,2700000,Bengaluru,Kothanur,Apartment,2,2,0,720,3.0,3.0,,,,13.211943441656686,77.35517761759321,15.17,13.391,13.781,29.388,19.208,13.76,11.187,1.4,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,57.1,49.0,28.0,7,0.571,0,61,32,53,61,63.0,360.0,1.0,,1.0,5.8888779583328805,,3.4339872044851463,6033.485000000001,9.668265245265934,2.3672734696463995
PROP-694D92F52C64,2500000,Pune,Uttam Nagar,Apartment,1,2,1,515,1.0,4.0,,,,18.410276221427736,74.00648992254241,5.012,5.392,6.501,4.653,3.33,8.646,1.451,19.1,32222.55,23000.0,28.39,1762.0,100.5,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,33.3,30.0,10.0,7,0.429,0,88,50,83,88,93.7,515.0,2.0,,0.25,6.246106765481563,,3.380654480430826,6033.485000000001,8.882467265553611,2.2907622038182907
PROP-D09E0AF4405F,2800000,Bengaluru,Bidaraguppe,Apartment,2,3,1,994,6.0,10.0,,,,13.085015532759977,77.46796415963661,3.495,2.7,4.813,10.747,1.004,3.167,0.751,31.6,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,69.7,33.0,23.0,11,0.364,0,61,32,53,61,63.0,497.0,1.5,,0.6,6.210600077024653,,3.4339872044851463,6033.485000000001,7.003169996570898,2.079837712765069
PROP-A08BC850FD3D,5800000,Delhi,Subzi Mandi,Independent House,6,2,1,560,,,1.0,,,28.787688861751057,77.2138012502533,4.241,6.104,1.525,15.011,3.144,6.13,1.963,26.7,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,93.333,0.333,,,4.5468310753999805,,3.359680701459222,6033.485000000001,7.813536810459815,2.176288813468663
