property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime,listing_date,city,locality,price_inr,price_per_sqft,target_locality_median_ppsf
PROP-222B732B6787,9.5,437.0,1.0,0.833,0.75,1.0,37.9,3.0,0.0,0.0,30.0,5.8333,0.163,1.458,0.778,0.0,2.3514,6.0822,0.6931,1.3863,3.434,1.9218,0.151,0.8993,0.5755,Bengaluru_Krishnarajapura,Declining,2018-05-15,Bengaluru,Krishnarajapura,7200000,5491.99,5397.18
PROP-16D78D022184,9.5,225.5,0.75,0.942,0.5,0.802,20.6,0.0,0.0,0.0,24.06,8.9565,0.287,0.18,0.211,0.0,2.3514,5.4227,0.5889,0.0,3.2213,2.2982,0.2523,0.1655,0.1914,Bengaluru_Singasandra,Declining,2018-05-15,Bengaluru,Singasandra,6900000,7649.67,5714.29
PROP-4FF6D38EF728,9.5,750.0,1.5,0.833,0.625,1.0,8.2,0.0,0.0,0.0,30.0,5.25,0.242,0.072,0.068,0.0,2.3514,6.6214,0.6931,0.0,3.434,1.8326,0.2167,0.0695,0.0658,Bengaluru_Mattanahalli,Declining,2018-05-15,Bengaluru,Mattanahalli,8000000,5333.33,6391.325
PROP-F34946D37CB3,9.5,733.33,1.33,0.833,0.5,1.0,34.7,6.0,0.0,0.0,0.0,0.0,0.448,0.318,0.373,3.0,2.3514,6.599,0.6931,1.9459,0.0,0.0,0.3702,0.2761,0.317,Hyderabad_Narsingi,Declining,2018-05-15,Hyderabad,Narsingi,13200000,6000.0,7643.825
PROP-E83797C444F3,9.5,266.67,0.44,0.833,0.5,0.98,10.5,0.0,0.0,0.0,29.41,1.5,0.144,0.107,0.253,0.0,2.3514,5.5898,0.6831,0.0,3.4148,0.9163,0.1345,0.1017,0.2255,Bengaluru_Mathikere,Declining,2018-05-15,Bengaluru,Mathikere,20000000,8333.33,6444.555
PROP-9CAFF9971B06,9.5,509.33,1.0,0.833,0.667,1.0,12.1,0.0,0.0,0.0,0.0,0.0,0.164,0.198,0.146,0.0,2.3514,6.2351,0.6931,0.0,0.0,0.0,0.1519,0.1807,0.1363,Hyderabad_Manchirevula,Declining,2018-05-15,Hyderabad,Manchirevula,9932000,6500.0,16047.62
PROP-AF1E0DBC7AF7,9.5,495.0,2.0,0.833,0.75,1.023,37.8,0.0,0.0,0.0,28.39,15.3333,1.145,0.241,0.37,0.0,2.3514,6.2066,0.7046,0.0,3.3807,2.7932,0.7631,0.2159,0.3148,Pune_Mountbatan Camp,Declining,2018-05-15,Pune,Mountbatan Camp,1800000,3636.36,3636.36
PROP-2A795495F12F,9.5,412.5,1.5,0.833,0.5,1.0,9.3,2.0,0.0,0.0,0.0,0.0,0.252,0.091,0.086,1.0,2.3514,6.0247,0.6931,1.0986,0.0,0.0,0.2247,0.0871,0.0825,Chennai_Villivakkam,Declining,2018-05-15,Chennai,Villivakkam,4500000,5454.55,7474.75
PROP-64A81EDDB81B,9.5,728.33,1.33,0.833,0.417,1.0,10.2,3.0,0.0,0.0,0.0,0.0,0.143,0.112,0.169,0.0,2.3514,6.5921,0.6931,1.3863,0.0,0.0,0.1337,0.1062,0.1561,Hyderabad_Kokapet,Declining,2018-05-15,Hyderabad,Kokapet,27500000,12585.81,12096.474999999999
PROP-B9B8EF509771,9.5,450.0,1.0,0.833,1.0,1.0,36.6,7.0,0.0,0.0,0.0,0.0,0.441,0.545,0.314,2.0,2.3514,6.1115,0.6931,2.0794,0.0,0.0,0.3653,0.435,0.2731,Kolkata_Kalighat,Declining,2018-05-15,Kolkata,Kalighat,11500000,8518.52,8518.52
PROP-4C9EEF70412C,9.5,580.0,1.5,0.833,0.0,1.0,11.5,2.0,0.0,0.0,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.3648,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Declining,2018-05-15,Chennai,Kolathur,5100000,4396.55,6097.56
PROP-49E894176BB0,9.5,405.0,1.5,0.833,0.5,1.0,15.7,2.0,0.0,0.0,0.0,0.0,0.308,0.157,0.066,1.0,2.3514,6.0064,0.6931,1.0986,0.0,0.0,0.2685,0.1458,0.0639,Chennai_Korattur,Declining,2018-05-15,Chennai,Korattur,4500000,5555.56,6608.549999999999
PROP-B9AEE3105431,9.5,740.0,1.33,0.833,0.065,1.0,27.1,0.0,0.0,0.0,0.0,0.0,0.929,0.093,0.138,0.0,2.3514,6.608,0.6931,0.0,0.0,0.0,0.657,0.0889,0.1293,Hyderabad_Rai Durg,Declining,2018-05-15,Hyderabad,Rai Durg,24500000,11036.04,10949.37
PROP-3D3460D6B89E,9.5,600.0,1.5,0.833,0.5,1.301,28.0,4.0,0.0,0.0,39.04,5.5522,0.282,0.514,0.138,2.0,2.3514,6.3986,0.8333,1.6094,3.6899,1.8798,0.2484,0.4148,0.1293,Bengaluru_Mahadevapura,Declining,2018-05-15,Bengaluru,Mahadevapura,6700000,5583.33,6140.35
PROP-E7AC2BC7DFCC,9.5,691.0,2.0,0.833,0.75,0.525,22.9,0.0,0.0,0.0,14.58,2.5946,0.235,0.266,0.17,0.0,2.3514,6.5396,0.422,0.0,2.746,1.2794,0.2111,0.2359,0.157,Pune_Kirkatwadi,Declining,2018-05-15,Pune,Kirkatwadi,3700000,5354.56,4768.76
PROP-0D2DDF75A316,9.5,225.0,1.0,0.833,0.5,0.909,18.9,0.0,0.0,0.0,25.0,2.25,0.207,0.284,0.229,0.0,2.3514,5.4205,0.6466,0.0,3.2581,1.1787,0.1881,0.25,0.2062,Delhi_Krishna Nagar,Declining,2018-05-15,Delhi,Krishna Nagar,12000000,26666.67,11944.445
PROP-5ADC07628DDA,9.5,570.0,1.5,0.833,0.2,0.454,46.0,5.0,0.0,0.0,13.61,3.75,0.39,0.509,0.147,1.0,2.3514,6.3474,0.3743,1.7918,2.6817,1.5581,0.3293,0.4114,0.1371,Bengaluru_Chokkanahalli,Declining,2018-05-15,Bengaluru,Chokkanahalli,6400000,5614.04,6563.57
PROP-B847A3A44DE7,9.5,550.0,1.5,0.833,0.5,1.0,28.0,4.0,0.0,0.0,30.0,6.0,0.259,0.301,0.249,2.0,2.3514,6.3117,0.6931,1.6094,3.434,1.9459,0.2303,0.2631,0.2223,Bengaluru_Sathnur Village,Declining,2018-05-15,Bengaluru,Sathnur Village,7000000,6363.64,6363.64
PROP-27B9284010CE,9.5,421.0,1.5,0.773,0.5,1.0,31.1,2.0,0.0,0.0,0.0,0.0,0.48,0.146,0.35,1.0,2.3514,6.045,0.6931,1.0986,0.0,0.0,0.392,0.1363,0.3001,Hyderabad_Bolarum,Declining,2018-05-15,Hyderabad,Bolarum,5300000,6294.54,6532.07
PROP-02883F8FC7F5,9.5,350.0,1.0,0.833,1.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,0.287,0.33,0.29,1.0,2.3514,5.8608,0.6931,1.0986,0.0,0.0,0.2523,0.2852,0.2546,Kolkata_Haltu,Declining,2018-05-15,Kolkata,Haltu,5200000,4952.38,5294.12
PROP-CF6B7BF3AEEE,9.5,870.0,1.5,0.833,1.0,1.0,1.4,0.0,0.0,0.0,30.0,3.8182,0.065,0.074,0.072,0.0,2.3514,6.7696,0.6931,0.0,3.434,1.5724,0.063,0.0714,0.0695,Bengaluru_Kothanur,Declining,2018-05-15,Bengaluru,Kothanur,11000000,6321.84,6209.700000000001
PROP-3B1748FE4657,9.5,300.0,1.0,0.833,0.5,1.0,1.8,0.0,0.0,0.0,30.0,21.0,0.068,0.079,0.08,0.0,2.3514,5.7071,0.6931,0.0,3.434,3.091,0.0658,0.076,0.077,Bengaluru_Kengeri Hobli,Declining,2018-05-15,Bengaluru,Kengeri Hobli,2000000,3333.33,3977.2
PROP-1B7C7F7BB4F0,9.5,240.0,0.6,0.833,0.5,1.0,20.1,2.0,0.0,0.0,30.0,3.36,0.261,0.166,0.383,1.0,2.3514,5.4848,0.6931,1.0986,3.434,1.4725,0.2319,0.1536,0.3243,Bengaluru_Bannerughatta,Declining,2018-05-15,Bengaluru,Bannerughatta,12500000,10416.67,5120.625
PROP-71C5785DCEFE,9.5,620.5,1.5,0.833,1.0,0.667,17.3,0.0,0.0,0.0,20.0,1.6216,0.24,0.223,0.127,0.0,2.3514,6.4321,0.511,0.0,3.0445,0.9638,0.2151,0.2013,0.1196,Bengaluru_Devinagar,Declining,2018-05-15,Bengaluru,Devinagar,7400000,5962.93,5909.975
PROP-7CA7DCEACC90,9.5,300.0,1.0,0.833,0.333,1.01,27.6,0.0,0.0,0.0,27.78,7.1351,0.579,0.259,0.218,0.0,2.3514,5.7071,0.6981,0.0,3.3597,2.0962,0.4568,0.2303,0.1972,Delhi_Vinod Nagar East,Declining,2018-05-15,Delhi,Vinod Nagar East,3700000,6166.67,5833.335
PROP-4981348830B6,9.5,424.0,1.5,0.833,1.0,0.585,20.9,0.0,0.0,0.0,16.25,2.2,0.32,0.183,0.268,0.0,2.3514,6.0521,0.4606,0.0,2.8478,1.1632,0.2776,0.1681,0.2374,Pune_Narhe,Declining,2018-05-15,Pune,Narhe,4500000,5306.6,4922.15
PROP-D58DA173A1C6,9.5,800.0,1.5,0.833,0.5,0.788,38.2,11.0,0.0,0.0,23.64,1.2,0.603,0.546,0.157,4.0,2.3514,6.6859,0.5811,2.4849,3.2044,0.7885,0.4719,0.4357,0.1458,Bengaluru_Electronic City,Declining,2018-05-15,Bengaluru,Electronic City,30000000,18750.0,4390.24
PROP-461535F8BCC2,9.5,355.0,0.75,0.833,0.5,0.665,5.5,0.0,0.0,0.0,18.29,0.975,0.128,0.075,0.105,0.0,2.3514,5.8749,0.5098,0.0,2.9596,0.6806,0.1204,0.0723,0.0998,Delhi_Azadpur,Declining,2018-05-15,Delhi,Azadpur,16000000,11267.61,24305.56
PROP-2AB67264A1F0,9.5,559.0,1.5,0.833,0.5,0.648,26.3,5.0,0.0,0.0,19.44,16.8,0.267,0.277,0.227,1.0,2.3514,6.3279,0.4996,1.7918,3.0175,2.8792,0.2367,0.2445,0.2046,Bengaluru_Avalahalli,Declining,2018-05-15,Bengaluru,Avalahalli,5000000,4472.27,6637.17
PROP-83B90592C204,9.5,1275.0,1.25,0.833,0.5,0.741,17.6,0.0,0.0,0.0,22.22,0.1143,0.3,0.155,0.259,0.0,2.3514,7.1515,0.5545,0.0,3.145,0.1082,0.2624,0.1441,0.2303,Bengaluru_Adugodi,Declining,2018-05-15,Bengaluru,Adugodi,105000000,20588.24,20588.24
PROP-C55A0D7ECD53,9.5,700.0,1.33,0.833,0.5,0.667,20.9,5.0,0.0,0.0,20.0,1.44,0.185,0.168,0.2,1.0,2.3514,6.5525,0.511,1.7918,3.0445,0.892,0.1697,0.1553,0.1823,Bengaluru_Kumaraswamy Layout,Declining,2018-05-15,Bengaluru,Kumaraswamy Layout,10000000,4761.9,6000.0
PROP-B068806EA70D,9.5,516.67,1.0,0.833,0.333,1.458,43.2,0.0,0.0,0.0,43.75,10.5882,0.405,0.311,0.556,0.0,2.3514,6.2493,0.8993,0.0,3.8011,2.45,0.34,0.2708,0.4421,Bengaluru_Hebbal,Declining,2018-05-15,Bengaluru,Hebbal,8500000,5483.87,5483.87
PROP-7651A50B62AC,9.5,546.67,1.0,0.833,0.5,1.0,49.2,5.0,0.0,0.0,0.0,0.0,0.299,1.227,1.242,1.0,2.3514,6.3057,0.6931,1.7918,0.0,0.0,0.2616,0.8007,0.8074,Hyderabad_Miyapur,Declining,2018-05-15,Hyderabad,Miyapur,11400000,6951.22,5826.655
PROP-01E9C7F31AB5,9.5,500.0,1.5,0.833,0.75,1.0,51.7,12.0,0.0,0.0,0.0,0.0,0.784,0.334,0.294,3.0,2.3514,6.2166,0.6931,2.5649,0.0,0.0,0.5789,0.2882,0.2577,Kolkata_Sinthi,Declining,2018-05-15,Kolkata,Sinthi,4500000,4500.0,6584.245
PROP-B827F9B1FD1E,9.5,220.0,0.6,0.833,0.5,1.801,18.3,0.0,0.0,0.0,50.0,6.3818,0.196,0.172,0.186,0.0,2.3514,5.3982,1.03,0.0,3.9318,1.999,0.179,0.1587,0.1706,Pune_Koregaon Park,Declining,2018-05-15,Pune,Koregaon Park,11000000,10000.0,9677.42
PROP-8EBAD37B7F3D,9.5,532.0,1.5,0.833,0.25,0.863,32.1,0.0,0.0,0.0,25.88,5.9143,0.639,0.243,0.26,0.0,2.3514,6.2785,0.6222,0.0,3.2914,1.9336,0.4941,0.2175,0.2311,Bengaluru_Jalahalli,Declining,2018-05-15,Bengaluru,Jalahalli,7000000,6578.95,7200.0
PROP-228CCDDE58E4,9.5,525.0,1.5,0.833,0.8,1.0,31.2,5.0,0.0,0.0,0.0,0.0,0.239,0.317,0.16,1.0,2.3514,6.2653,0.6931,1.7918,0.0,0.0,0.2143,0.2754,0.1484,Hyderabad_Nizampet,Declining,2018-05-15,Hyderabad,Nizampet,4950000,4714.29,6116.955
PROP-301379DDF0B9,9.5,410.0,2.0,0.833,1.0,0.815,30.9,5.0,0.0,0.0,22.42,12.4186,0.589,0.36,0.23,2.0,2.3514,6.0186,0.5961,1.7918,3.1536,2.5966,0.4631,0.3075,0.207,Delhi_Sector 23 Dwarka,Declining,2018-05-15,Delhi,Sector 23 Dwarka,2150000,5243.9,4733.0599999999995
PROP-E462D063CC11,9.5,466.67,1.0,0.833,0.5,0.804,41.9,4.0,0.0,0.0,24.12,4.5,0.26,0.84,0.543,2.0,2.3514,6.1478,0.59,1.6094,3.2237,1.7047,0.2311,0.6098,0.4337,Bengaluru_Kaggadasapura,Declining,2018-05-15,Bengaluru,Kaggadasapura,6000000,4285.71,4505.285
PROP-689F4DBFAC80,9.5,585.0,2.0,0.833,0.5,1.01,13.5,0.0,0.0,0.0,27.78,4.8,0.321,0.112,0.186,0.0,2.3514,6.3733,0.6981,0.0,3.3597,1.7579,0.2784,0.1062,0.1706,Delhi_Kashmere Gate,Declining,2018-05-15,Delhi,Kashmere Gate,5500000,9401.71,9401.71
PROP-0FC7A99586C0,9.5,756.67,1.33,0.833,0.5,1.0,10.6,0.0,0.0,0.0,0.0,0.0,0.169,0.125,0.147,0.0,2.3514,6.6302,0.6931,0.0,0.0,0.0,0.1561,0.1178,0.1371,Kolkata_Tangra,Declining,2018-05-15,Kolkata,Tangra,26000000,11453.74,10416.67
PROP-32D171395365,9.5,360.0,1.0,0.833,0.5,0.884,26.5,0.0,0.0,0.0,24.54,3.6,0.237,0.176,0.694,0.0,2.3514,5.8889,0.6334,0.0,3.2402,1.5261,0.2127,0.1621,0.5271,Pune_Charholi Budruk,Declining,2018-05-15,Pune,Charholi Budruk,7000000,6481.48,5333.33
PROP-4883B556F095,9.5,592.5,1.5,0.759,0.5,0.779,25.4,4.0,0.0,0.0,21.63,3.16,0.283,0.203,0.42,2.0,2.3514,6.386,0.5761,1.6094,3.1193,1.4255,0.2492,0.1848,0.3507,Pune_Kondhwa,Declining,2018-05-15,Pune,Kondhwa,7500000,6329.11,4876.66
PROP-C763DCF5D42B,9.5,426.5,1.5,0.833,0.5,1.0,34.8,4.0,0.0,0.0,0.0,0.0,0.254,0.315,1.012,2.0,2.3514,6.058,0.6931,1.6094,0.0,0.0,0.2263,0.2738,0.6991,Kolkata_Dum Dum,Declining,2018-05-15,Kolkata,Dum Dum,2600000,3048.07,3744.4449999999997
PROP-A62E594361AA,9.5,556.0,1.5,0.833,0.5,1.0,25.2,0.0,0.0,0.0,0.0,0.0,0.294,0.16,0.591,0.0,2.3514,6.3226,0.6931,0.0,0.0,0.0,0.2577,0.1484,0.4644,Hyderabad_Amberpet,Declining,2018-05-15,Hyderabad,Amberpet,6200000,5575.54,6135.985000000001
PROP-A7BDD19BC058,9.5,250.0,1.0,0.833,0.5,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.1,0.144,0.147,1.0,2.3514,5.5255,0.6931,1.0986,0.0,0.0,0.0953,0.1345,0.1371,Chennai_Valasaravakkam,Declining,2018-05-15,Chennai,Valasaravakkam,980000,1960.0,7480.16
PROP-C7EB6FBC2737,9.5,585.0,2.0,0.833,0.5,1.0,40.3,0.0,0.0,0.0,0.0,0.0,0.732,0.334,0.317,0.0,2.3514,6.3733,0.6931,0.0,0.0,0.0,0.5493,0.2882,0.2754,Kolkata_South Dum Dum,Declining,2018-05-15,Kolkata,South Dum Dum,2200000,3760.68,3760.68
PROP-39000AA69863,9.5,450.0,2.0,0.833,0.5,0.527,29.1,2.0,0.0,0.0,14.5,5.2941,0.414,0.299,0.331,1.0,2.3514,6.1115,0.4233,1.0986,2.7408,1.8396,0.3464,0.2616,0.2859,Delhi_Mundka,Declining,2018-05-15,Delhi,Mundka,1700000,3777.78,3777.78
PROP-763E59C71F80,9.5,400.0,1.0,0.792,0.5,1.0,42.3,2.0,0.0,0.0,30.0,2.8,0.325,0.962,0.421,1.0,2.3514,5.994,0.6931,1.0986,3.434,1.335,0.2814,0.674,0.3514,Bengaluru_Shivaji Nagar,Declining,2018-05-15,Bengaluru,Shivaji Nagar,15000000,12500.0,11488.095000000001
PROP-DF5320B7E15B,9.5,548.0,2.0,0.833,1.0,0.834,31.2,4.0,0.0,0.0,23.15,6.9677,0.154,0.272,0.341,0.0,2.3514,6.3081,0.6065,1.6094,3.1843,2.0754,0.1432,0.2406,0.2934,Pune_Mohammed Wadi,Declining,2018-05-15,Pune,Mohammed Wadi,3100000,5656.93,5821.92
PROP-159224B80096,9.5,650.0,1.5,0.833,0.5,1.0,19.8,0.0,0.0,0.0,0.0,0.0,0.192,0.091,0.072,0.0,2.3514,6.4785,0.6931,0.0,0.0,0.0,0.1756,0.0871,0.0695,Chennai_Tiruvottiyur,Declining,2018-05-15,Chennai,Tiruvottiyur,17500000,13461.54,5972.36
PROP-C08D5A53FD83,9.5,410.0,1.5,0.833,0.5,1.0,29.6,2.0,0.0,0.0,0.0,0.0,0.475,0.304,0.182,1.0,2.3514,6.0186,0.6931,1.0986,0.0,0.0,0.3887,0.2654,0.1672,Kolkata_Santoshpur,Declining,2018-05-15,Kolkata,Santoshpur,5575000,6798.78,5185.19
PROP-A96012C0C2ED,9.5,464.0,2.0,0.833,1.0,0.812,14.3,0.0,0.0,0.0,22.55,9.4136,0.131,0.151,0.295,0.0,2.3514,6.142,0.5944,0.0,3.1591,2.3431,0.1231,0.1406,0.2585,Pune_Undri,Declining,2018-05-15,Pune,Undri,2900000,6250.0,6097.56
PROP-017B4C540096,9.5,375.67,1.0,0.833,0.75,1.0,10.6,0.0,0.0,0.0,0.0,0.0,0.169,0.125,0.147,0.0,2.3514,5.9314,0.6931,0.0,0.0,0.0,0.1561,0.1178,0.1371,Kolkata_Tangra,Declining,2018-05-15,Kolkata,Tangra,9000000,7985.8,10416.67
PROP-0C82EE1F2965,9.5,633.33,1.0,0.833,0.5,1.0,45.9,0.0,0.0,0.0,0.0,0.0,0.433,0.236,1.453,0.0,2.3514,6.4526,0.6931,0.0,0.0,0.0,0.3598,0.2119,0.8973,Chennai_Mahindra World City,Declining,2018-05-15,Chennai,Mahindra World City,9500000,5000.0,4971.17
PROP-EE21C4D1D494,9.5,425.0,2.0,0.833,0.6,0.808,1.7,0.0,0.0,0.0,22.22,4.5455,0.091,0.066,0.057,0.0,2.3514,6.0544,0.5922,0.0,3.145,1.713,0.0871,0.0639,0.0554,Delhi_Sector 28 Dwarka,Declining,2018-05-15,Delhi,Sector 28 Dwarka,3300000,7764.71,7132.355
