property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-FE4FE3C0A389,3500000,Mumbai,Nalasopara West,Independent House,1,2,1,450,,,,,,19.145745819744192,72.91653325373174,0.905,3.31,2.65,3.592,2.09,2.968,1.598,42.4,6750.0,6750.0,11.39,2.0,114.96,0.0,4.89,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,47,25,42,47,81.3,450.0,2.0,,,6.111467339502679,,2.516889695641051,6181.82,2.9117638494812206,1.3639883846759555
PROP-383A7D07DC0D,4800000,Delhi,Deenpur,Independent House,3,2,1,650,,,,,,28.557337750540505,76.96608366529803,3.965,3.902,1.242,15.206,13.732,7.113,6.723,30.6,41733.14,22000.0,27.78,1758.0,112.76,1.94,8.16,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,218,119,196,218,139.0,216.667,0.667,1.0,,5.382966372000717,0.6931471805599453,3.359680701459222,7915.625,5.131039509247168,1.813364312936458
PROP-530BC60C004D,6500000,Pune,Vadgaon,Independent House,2,6,0,800,,,,,,18.541437668485138,73.87784942671189,2.208,1.985,2.174,5.933,2.36,0.812,1.792,50.1,50000.0,50000.0,29.9,1.0,119.07,1.93,2.84,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,75,41,68,75,84.7,400.0,3.0,,,5.993961427306569,,3.4307561839036995,3367.88,22.269201990569734,3.147130683239691
PROP-9542DFE3456B,1800000,Pune,Warje Malwadi,Apartment,2,1,0,350,3.0,4.0,,,,18.589848099455573,73.80630410348978,0.141,2.434,0.47,1.695,1.079,2.819,2.716,63.4,32222.55,23000.0,28.39,1762.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,55,90,96,58.3,175.0,0.5,,0.75,5.170483995038151,,3.380654480430826,5467.285,14.423455674460516,2.7358894464298755
PROP-4BC98CE96981,400000,Bengaluru,Ramamurthy Nagar,Villa,3,3,1,1200,,,,,,13.154399994228218,77.44700942341638,5.035,2.149,5.025,18.199,8.892,4.333,4.966,23.0,18576.92,18000.0,23.53,13.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,64,34,56,64,67.3,400.0,1.0,,,5.993961427306569,,3.199896858270398,6304.35,2.855171429251232,1.3494154753524323
PROP-9E3F60C7588B,1000000,Pune,Sangamvadi,Independent House,2,1,0,240,,,,,,18.55306250149738,73.73251178824607,3.94,4.207,3.422,5.037,5.054,2.277,1.683,29.9,32222.55,23000.0,28.39,1762.0,133.01,3.21,11.23,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,82,45,74,82,85.0,120.0,0.5,,,4.795790545596741,,3.380654480430826,5636.36,20.403238969831595,3.063542264305434
PROP-2829892DA3A4,5500000,Delhi,Badarpur,Independent House,1,2,1,450,,,,,,28.706145231111176,77.38511945578048,2.261,3.479,4.311,10.156,15.674,4.464,5.996,26.1,11250.0,7500.0,11.81,4.0,108.21,1.6,7.81,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,256,137,225,256,252.3,450.0,2.0,1.0,,6.111467339502679,0.6931471805599453,2.550226115908643,10000.0,2.0,1.0986122886681098
PROP-6C946AD1E889,1400000,Bengaluru,Sunkadakatte,Apartment,1,2,1,420,3.0,5.0,,,,13.134708031494371,77.64745610405627,3.169,5.945,4.244,5.82,8.754,5.47,4.389,18.1,24000.0,13000.0,14.72,4.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,99,56,91,99,98.0,420.0,2.0,,0.6,6.042632833682381,,2.7549337870010606,5314.01,6.98960994481703,2.078141940666278
PROP-D13F1E999F2A,4500000,Bengaluru,Kambipura,Apartment,2,3,1,883,6.0,,,,,12.893042161845525,77.3995801863006,7.039,4.443,4.583,3.029,8.067,2.346,2.163,17.0,56584.17,35000.0,30.0,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,41.0,67.0,27,0.852,2,32,16,27,32,52.7,441.5,1.5,0.736,,6.092440464447984,0.5515836162381584,3.4339872044851463,5559.88,8.555062143930675,2.257071081483821
PROP-E4280A60FD9F,5600000,Chennai,Madipakkam,Apartment,2,3,1,850,1.0,3.0,,,North,13.259040616375067,80.50505709802484,4.007,10.036,5.49,17.849,15.545,8.699,8.973,10.1,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,90,48,79,90,55.7,425.0,1.5,,0.333,6.054439346269371,,,5578.005,,
PROP-663203CA3B26,10000000,Bengaluru,Banashankari,Independent House,1,3,0,1200,,,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,1200.0,3.0,,,7.090909822079984,,3.3631493140246254,6250.0,10.608,2.451694515581887
PROP-B2F201FAB826,4500000,Bengaluru,Jakkur,Apartment,2,3,1,900,2.0,,,,,13.014413273387722,77.64296306930282,2.213,2.351,2.729,3.932,5.804,3.002,1.913,36.6,43708.33,32000.0,37.23,12.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Completed,100.0,24.0,39.0,9,0.222,0,61,32,53,61,63.0,450.0,1.5,,,6.111467339502679,,3.643620547708321,6033.485000000001,7.071645436537367,2.0883573569797047
PROP-213D63713C56,14100000,Kolkata,South Dum Dum,Independent House,6,5,1,4320,,2.0,,,South,22.51611562016471,88.2427376143772,1.267,2.895,3.059,6.487,3.304,4.343,4.155,40.3,,,,,116.66,-1.09,1.05,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,119,64,104,119,71.3,720.0,0.833,,,6.580639137284949,,,3818.18,,
PROP-78842D2E8B1D,5650000,Pune,Spine Road,Apartment,1,2,0,765,1.0,2.0,,,,18.387193594447776,73.9574466997276,2.579,0.488,2.435,5.697,2.656,8.218,4.876,46.9,41500.0,41500.0,23.49,2.0,114.63,-0.66,4.48,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,40,22,36,40,69.7,765.0,2.0,,0.5,6.641182169740591,,3.1982648709640764,7407.41,8.788232218236372,2.2811808700881646
PROP-EB4D4DDC0679,15000000,Bengaluru,Thirumalashettyhally,Independent House,3,4,1,2100,,,,,,12.915935299038848,77.42870601571826,3.846,1.257,4.965,4.074,4.161,5.38,1.363,29.6,56584.17,35000.0,30.0,1777.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,700.0,1.333,,,6.55250788703459,,3.4339872044851463,5833.33,3.428573387756221,1.4880774978263014
PROP-BA524F8E263B,22000000,Delhi,Sector 6 Dwarka,Apartment,3,3,1,1700,1.0,8.0,,,,28.9214521852794,77.1696354256243,2.637,8.253,7.562,16.768,5.054,11.745,15.372,17.5,37600.0,36000.0,25.33,5.0,125.67,3.09,8.33,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,65.8,38.0,25.0,14,0.786,0,276,151,248,276,173.7,566.667,1.0,0.969,0.125,6.341534979193467,0.6775257996569886,3.270708973508218,8143.84,3.1203664003568776,1.4159420915326637
PROP-6BD0FCF95D48,8900000,Mumbai,Dahisar East,Apartment,1,2,0,450,19.0,23.0,,,,18.98280879391612,72.90814501963229,0.557,1.568,4.603,4.769,4.725,3.875,2.803,44.7,24700.0,24000.0,50.88,19.0,112.61,1.72,5.63,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,75.0,24.0,18.0,14,0.429,0,159,90,148,159,153.0,450.0,2.0,0.864,0.826,6.111467339502679,0.6227247162633995,3.948933359448243,16818.18,3.805405816800629,1.5697414960465057
PROP-8803A37018B1,3500000,Pune,Loni Kalbhor,Apartment,2,3,0,830,3.0,,,,,18.453335967487423,74.04411638435546,2.122,3.726,5.111,8.144,9.089,8.141,5.661,24.4,11307.69,8500.0,12.86,13.0,133.01,3.21,11.23,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,96.3,27.0,26.0,5,0.8,0,87,48,79,87,92.3,415.0,1.5,,,6.030685260261263,,2.6290069937617573,3909.09,3.143738472766302,1.4215983931119796
PROP-3C24C79B3B94,7000000,Bengaluru,Ullal Uppanagar,Independent House,1,3,0,1140,,,,,,13.03750621721183,77.78677637264549,2.121,4.454,3.954,12.371,8.49,1.575,2.087,33.5,56584.17,35000.0,30.0,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,1140.0,3.0,,,7.039660349862076,,3.4339872044851463,7500.0,4.912280701754386,1.7770316625178115
PROP-59F7E56866C9,800000,Bengaluru,Neelasandra,Independent House,1,2,1,525,,,,,,13.081869389607094,77.83117491343882,2.38,11.124,10.455,17.071,12.57,7.666,8.61,15.6,8000.0,8000.0,13.33,1.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,90,49,81,90,97.0,525.0,2.0,,,6.26530121273771,,2.6623552418400807,4326.92,4.226034751212014,1.653652816753314
PROP-E2959B5F72AB,18500000,Mumbai,Matunga East,Apartment,2,2,1,780,1.0,16.0,,,,18.848640651209543,72.99852722603733,8.907,4.03,4.969,4.511,5.261,9.8,0.656,15.6,82500.0,82500.0,143.66,4.0,114.83,1.85,6.36,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,69.0,58.0,40.0,16,0.75,0,100,53,88,100,108.7,390.0,1.0,,0.062,5.968707559985366,,4.974386161421135,31111.11,4.079670475372846,1.625246392433843
PROP-A160BA852AF7,5000000,Delhi,Sagar Pur,Independent House,4,2,1,445,,,,,,28.55694195054685,77.03753813216122,3.33,3.207,5.777,10.398,8.359,2.641,3.698,27.0,41733.14,22000.0,27.78,1758.0,112.76,1.94,8.16,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,218,119,196,218,139.0,111.25,0.5,,,4.720728526622364,,3.359680701459222,7915.625,7.494776811259908,2.139451481825242
PROP-C0DD7ED34DB4,3100000,Pune,Keshav Nagar,Apartment,1,2,0,650,4.0,4.0,,,,18.7049917461315,73.72838115352273,6.085,6.972,2.263,13.541,16.268,4.497,10.735,20.6,28000.0,28000.0,35.0,31.0,141.75,3.15,12.82,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,1,Ongoing,14.9,47.0,7.0,15,0.933,6,89,50,82,89,55.0,650.0,2.0,,1.0,6.478509642208569,,3.58351893845611,5920.0,8.731808731808732,2.275399771194309
PROP-CABCF59B4D2E,10000000,Hyderabad,Madeenaguda,Apartment,2,3,1,1540,2.0,5.0,,,,17.363231888064938,78.2736002962425,9.199,6.51,3.429,5.365,18.406,11.265,2.848,9.3,,,,,132.81,3.17,10.37,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,114,64,105,114,118.7,770.0,1.5,,0.4,6.647688373563329,,,6803.435,,
PROP-6DB85B83CF7E,12500000,Bengaluru,Nagavara,Independent House,6,2,1,3300,0.0,3.0,,,,12.917063574140872,77.52029159972814,4.556,3.502,6.164,6.667,3.054,4.039,1.513,29.2,51642.86,60000.0,25.0,7.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,77,40,65,77,48.0,550.0,0.333,,0.0,6.311734809152915,,3.258096538021482,8153.49,2.6759316339606496,1.3018066063772566
PROP-0D42BA65D940,7800000,Pune,Shaniwar Peth,Apartment,1,2,1,740,3.0,4.0,,,,18.631896517086886,73.85238148920432,0.898,3.702,2.986,6.339,6.824,4.283,2.979,38.5,32222.55,23000.0,28.39,1762.0,141.75,3.15,12.82,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,89,50,82,89,55.0,740.0,2.0,,0.75,6.608000625296087,,3.380654480430826,8750.0,4.262548262548262,1.6606153699969948
PROP-F35B9C797CA5,6600000,Bengaluru,Kachohalli,Independent House,4,3,1,1800,,,1.0,,,13.178391830481925,77.66977206737207,6.815,9.558,8.952,9.944,10.775,3.353,2.63,7.7,56584.17,35000.0,30.0,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,99,56,91,99,98.0,450.0,0.75,,,6.111467339502679,,3.4339872044851463,5764.61,4.047686371382164,1.6189299940263526
PROP-1BCAFFF3ABD0,3800000,Chennai,Pudupakkam,Apartment,3,3,0,1062,3.0,,,,,13.246154552117511,80.25399493117962,2.974,2.602,3.482,9.772,9.281,0.872,2.18,34.9,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,13.0,46.0,6.0,5,0.6,0,81,46,75,81,83.7,354.0,1.0,,,5.872117789475416,,,6033.485000000001,,
PROP-3B7BEC217425,8000000,Pune,Nigdi,Independent House,8,4,1,2177,,,,,,18.588563551408665,73.80987779547101,0.522,2.537,0.588,1.996,0.734,2.674,2.436,60.1,18333.33,15000.0,27.27,3.0,115.22,1.6,6.61,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,88,46,76,88,88.7,272.125,0.5,,,5.609929565849854,,3.341801171705499,8450.615,0.9784209873621734,0.6822990454189911
PROP-6C052F04680A,9000000,Bengaluru,Btm Layout,Independent House,6,3,1,1800,,,,,,13.063171368595263,77.75069529729447,3.558,4.571,3.795,8.819,4.999,3.977,3.597,23.6,81416.67,25500.0,27.5,6.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,31,17,28,31,49.0,300.0,0.5,,,5.707110264748875,,3.349904087274605,5833.33,2.914287379592788,1.3646332897820337
PROP-382E0555DA05,27000000,Bengaluru,Banashankari,Independent House,4,3,1,1500,,,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,59,33,54,59,71.3,375.0,0.75,,,5.929589143389895,,3.3631493140246254,6111.11,8.6792743053226,2.269986930019801
PROP-79A53966C173,1599000,Pune,Lohegaon,Apartment,1,2,0,555,3.0,4.0,,,,18.41752874161669,73.66075126335821,9.612,6.731,8.683,7.005,5.23,10.565,5.553,11.4,16742.86,16500.0,18.18,35.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,55,90,96,58.3,555.0,2.0,,0.75,6.320768294250582,,2.953868069455292,3756.26,9.49765875516489,2.3511522566021186
PROP-C9A2C940885C,6500000,Kolkata,Mukundapur,Apartment,3,3,1,1300,1.0,3.0,,,,22.531758573150988,88.52932351129739,6.426,6.716,5.44,7.732,9.212,8.599,3.352,12.0,,,,,126.46,2.2,8.22,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,118,62,101,118,72.3,433.333,1.0,,0.333,6.073811520996733,,,6270.51,,
PROP-D802EBB438F8,7000000,Bengaluru,Chikbanavara,Independent House,2,3,1,1100,,1.0,,,North,12.795681259746637,77.37117108650853,13.481,3.89,10.891,8.444,15.624,12.027,8.151,8.9,56584.17,35000.0,30.0,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,58,33,54,58,68.3,550.0,1.5,,,6.311734809152915,,3.4339872044851463,3974.12,9.607615819808707,2.361572216706308
PROP-A8C8F1A3E704,1500000,Mumbai,Mira Road East,Apartment,2,2,1,754,24.0,34.0,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,1696.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,36.8,57.0,21.0,12,0.75,1,40,21,35,40,72.0,377.0,1.0,,0.706,5.934894195619588,,4.431411859854625,10732.145,8.897635671188878,2.292295907526213
PROP-3562457C4AA5,2600000,Pune,Shivane,Apartment,1,2,1,555,5.0,5.0,,,,18.406227813144675,73.81364346597759,4.816,5.295,3.899,5.952,3.437,7.86,1.538,25.4,12000.0,9750.0,16.1,4.0,111.17,1.53,6.6,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,91,48,78,91,55.0,555.0,2.0,,1.0,6.320768294250582,,2.8390784635086144,4504.5,4.68000468000468,1.7369520566772063
PROP-7DE5BBD75F83,2450000,Pune,Handewadi,Apartment,1,2,0,601,3.0,4.0,,,,18.4122449404084,73.85352016473361,2.886,1.566,1.676,3.96,3.222,8.515,2.323,41.0,15357.14,15000.0,16.47,7.0,115.22,1.6,6.61,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,76,42,69,76,88.0,601.0,2.0,,0.75,6.400257445308821,,2.860485124145965,5116.549999999999,5.853569924006517,1.9247696733083717
PROP-9C1DE3D0CA46,3600000,Kolkata,Garia,Apartment,2,3,0,802,3.0,3.0,,,,22.61598378883414,88.3856038415835,3.477,2.423,1.597,5.817,0.962,1.647,0.191,43.3,,,,,139.57,3.15,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,90.0,30.0,27.0,5,0.6,0,57,32,53,57,91.0,401.0,1.5,,1.0,5.996452088619021,,,4815.360000000001,,
PROP-3BEBCDD966CA,12500000,Bengaluru,Basavanagudi,Apartment,2,3,0,960,1.0,,,,North,13.102230742280437,77.55357850792845,1.409,3.716,5.692,9.587,1.603,6.565,2.224,33.8,14500.0,14500.0,17.86,2.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,29,15,25,29,50.7,480.0,1.5,,,6.175867270105761,,2.937043277205311,15388.02,1.1778643386218628,0.7783447354367137
