property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime,listing_date,city,locality,price_inr,price_per_sqft,target_locality_median_ppsf
PROP-FDCB07611F18,9.5,410.0,1.5,0.833,1.0,1.0,38.7,9.0,7.64,2.01,0.0,0.0,0.587,0.258,0.278,3.0,2.3514,6.0186,0.6931,2.3026,0.0,0.0,0.4618,0.2295,0.2453,Chennai_Padappai,Growth,2020-02-15,Chennai,Padappai,2500000,3048.78,3200.0
PROP-A74166BFD422,9.5,552.67,1.0,0.833,1.0,1.0,45.0,6.0,12.63,3.46,0.0,0.0,0.384,0.737,0.45,3.0,2.3514,6.3166,0.6931,1.9459,0.0,0.0,0.325,0.5522,0.3716,Chennai_Nungambakkam,Growth,2022-05-15,Chennai,Nungambakkam,26000000,15681.54,11555.84
PROP-48E47A79C626,9.5,1050.0,1.25,0.833,0.333,1.0,33.5,4.0,7.64,2.01,0.0,0.0,0.523,1.182,0.1,2.0,2.3514,6.9575,0.6931,1.6094,0.0,0.0,0.4207,0.7802,0.0953,Chennai_Muttukadu,Growth,2020-02-15,Chennai,Muttukadu,29700000,7071.43,7098.215
PROP-EEA71AC853AB,9.5,1419.0,2.0,0.833,0.5,1.0,12.2,0.0,6.95,1.68,0.0,0.0,0.128,0.164,0.143,0.0,2.3514,7.2584,0.6931,0.0,0.0,0.0,0.1204,0.1519,0.1337,Chennai_Pozhichalur,Growth,2019-11-15,Chennai,Pozhichalur,16200000,5708.25,4230.315
PROP-51F742AC064B,9.5,522.0,1.0,0.833,0.5,1.0,16.0,1.0,2.26,1.95,0.0,0.0,0.146,0.266,0.136,0.0,2.3514,6.2596,0.6931,0.6931,0.0,0.0,0.1363,0.2359,0.1275,Chennai_Kolapakkam - Vandalur,Stable,2021-05-15,Chennai,Kolapakkam - Vandalur,10800000,6896.55,4606.06
PROP-C1CA5D2867CF,9.5,587.5,1.0,0.833,0.5,1.0,3.3,0.0,0.0,1.36,0.0,0.0,0.129,0.076,0.12,0.0,2.3514,6.3776,0.6931,0.0,0.0,0.0,0.1213,0.0733,0.1133,Chennai_Thiruverkkadu,Declining,2019-02-15,Chennai,Thiruverkkadu,10000000,4255.32,4927.01
PROP-B129E7EC2D5F,9.5,434.0,1.5,0.833,1.0,1.0,7.0,0.0,5.53,2.41,0.0,0.0,0.087,0.066,0.149,0.0,2.3514,6.0753,0.6931,0.0,0.0,0.0,0.0834,0.0639,0.1389,Chennai_Ayappakkam,Growth,2021-08-15,Chennai,Ayappakkam,4000000,4608.29,5148.01
PROP-B10588A6BCFE,9.5,463.0,1.5,0.833,0.5,1.0,28.5,1.0,5.53,2.41,0.0,0.0,0.447,0.253,0.269,0.0,2.3514,6.1399,0.6931,0.6931,0.0,0.0,0.3695,0.2255,0.2382,Chennai_Choolaimedu,Growth,2021-08-15,Chennai,Choolaimedu,8900000,9611.23,6906.525
PROP-562DA83E6F5E,9.5,545.0,1.5,0.833,0.333,1.0,18.6,0.0,12.72,2.5,0.0,0.0,0.206,0.276,0.172,0.0,2.3514,6.3026,0.6931,0.0,0.0,0.0,0.1873,0.2437,0.1587,Chennai_Saidapet,Growth,2022-08-15,Chennai,Saidapet,6300000,5779.82,10687.73
PROP-C8ABEEADCA06,9.5,435.67,1.0,0.833,0.5,1.0,6.2,3.0,1.55,1.79,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.0792,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Stable,2021-02-15,Chennai,Perungudi,9000000,6886.0,6515.84
PROP-7AFEE3A48B25,9.5,605.0,2.0,0.833,0.714,1.0,5.7,0.0,0.0,1.51,0.0,0.0,0.173,0.08,0.146,0.0,2.3514,6.4069,0.6931,0.0,0.0,0.0,0.1596,0.077,0.1363,Chennai_Senganmal,Declining,2018-11-15,Chennai,Senganmal,2500000,4132.23,4259.63
PROP-163A7FCBF545,9.5,483.5,1.5,0.895,0.5,1.0,30.3,3.0,0.0,1.51,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.1831,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Declining,2018-11-15,Chennai,Thirumullaivoyal,4950000,5118.92,4776.12
PROP-744E45540410,9.5,586.0,2.0,0.833,0.5,1.0,22.5,2.0,2.26,1.95,0.0,0.0,0.341,0.169,0.206,1.0,2.3514,6.375,0.6931,1.0986,0.0,0.0,0.2934,0.1561,0.1873,Chennai_Kattur,Stable,2021-05-15,Chennai,Kattur,2900000,4948.81,5099.76
PROP-43FF1FEED483,9.5,519.0,1.5,0.833,0.5,1.0,36.9,5.0,6.78,1.82,0.0,0.0,0.669,0.202,0.313,1.0,2.3514,6.2538,0.6931,1.7918,0.0,0.0,0.5122,0.184,0.2723,Chennai_Selaiyur,Growth,2019-08-15,Chennai,Selaiyur,4500000,4335.26,5357.14
PROP-61A1E2DA5AD5,9.5,500.0,1.0,0.833,0.75,1.0,43.6,4.0,0.0,0.0,0.0,0.0,0.828,0.447,0.2,2.0,2.3514,6.2166,0.6931,1.6094,0.0,0.0,0.6032,0.3695,0.1823,Chennai_Sholinganallur,Declining,2018-05-15,Chennai,Sholinganallur,7000000,4666.67,5712.215
PROP-5A879DF90FF0,9.5,377.67,1.0,0.833,0.5,1.0,33.8,0.0,6.81,1.92,0.0,0.0,0.288,0.256,0.974,0.0,2.3514,5.9367,0.6931,0.0,0.0,0.0,0.2531,0.2279,0.6801,Chennai_Semmancheri,Growth,2019-05-15,Chennai,Semmancheri,4600000,4060.02,4695.65
PROP-20F9393C5B79,9.5,550.0,1.5,0.833,0.5,1.0,25.0,3.0,12.63,3.46,0.0,0.0,0.226,0.342,0.24,0.0,2.3514,6.3117,0.6931,1.3863,0.0,0.0,0.2038,0.2942,0.2151,Chennai_Saligramam,Growth,2022-05-15,Chennai,Saligramam,8950000,8136.36,8666.84
PROP-024DCA08FBB4,9.5,341.33,1.0,0.833,0.5,1.0,30.3,3.0,4.21,-0.76,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,5.8358,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Stable,2020-08-15,Chennai,Thirumullaivoyal,4500000,4394.53,4776.12
PROP-C0706AAC1468,9.5,502.67,1.0,0.833,0.5,1.0,21.2,0.0,6.78,1.82,0.0,0.0,0.433,0.076,0.124,0.0,2.3514,6.2219,0.6931,0.0,0.0,0.0,0.3598,0.0733,0.1169,Chennai_Sriperumbudur,Growth,2019-08-15,Chennai,Sriperumbudur,5400000,3580.9,4790.45
PROP-75E290D9B4B1,9.5,594.0,1.0,0.833,0.5,1.0,21.4,2.0,9.52,3.06,0.0,0.0,0.16,0.645,0.09,1.0,2.3514,6.3886,0.6931,1.0986,0.0,0.0,0.1484,0.4977,0.0862,Chennai_Ponmar,Growth,2021-11-15,Chennai,Ponmar,8700000,4882.15,5527.495
PROP-3282AA5F382C,9.5,500.0,0.8,0.833,0.5,1.0,25.8,0.0,6.95,1.68,0.0,0.0,0.478,0.165,0.183,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.3907,0.1527,0.1681,Chennai_Virugambakkam,Growth,2019-11-15,Chennai,Virugambakkam,25000000,10000.0,8243.33
PROP-4DF17EEDA0FB,9.5,450.0,1.5,0.833,0.5,1.0,34.8,7.0,6.95,1.68,0.0,0.0,0.421,0.267,0.239,2.0,2.3514,6.1115,0.6931,2.0794,0.0,0.0,0.3514,0.2367,0.2143,Chennai_Adyar,Growth,2019-11-15,Chennai,Adyar,7000000,7777.78,11000.0
PROP-141C4C451E0C,9.5,537.0,2.0,0.833,0.5,1.0,24.2,0.0,12.63,3.46,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.2879,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Growth,2022-05-15,Chennai,West Tambaram,2600000,4841.71,5323.895
PROP-C1E8167421C6,9.5,646.0,1.5,0.833,0.5,1.0,24.4,0.0,9.52,3.06,0.0,0.0,0.192,0.445,0.225,0.0,2.3514,6.4723,0.6931,0.0,0.0,0.0,0.1756,0.3681,0.2029,Chennai_Kottavakkam,Growth,2021-11-15,Chennai,Kottavakkam,9000000,6965.94,8134.135
PROP-008213E4D941,9.5,365.33,1.0,0.833,0.5,1.0,3.3,0.0,6.78,1.82,0.0,0.0,0.129,0.076,0.12,0.0,2.3514,5.9035,0.6931,0.0,0.0,0.0,0.1213,0.0733,0.1133,Chennai_Thiruverkkadu,Growth,2019-08-15,Chennai,Thiruverkkadu,5400000,4927.01,4927.01
PROP-07542049EDCD,9.5,575.0,1.0,0.833,0.5,1.0,12.6,0.0,13.31,3.59,0.0,0.0,0.162,0.195,0.129,0.0,2.3514,6.3561,0.6931,0.0,0.0,0.0,0.1501,0.1781,0.1213,Chennai_Ayanavaram,Growth,2022-11-15,Chennai,Ayanavaram,24000000,10434.78,9196.31
PROP-113E49F70FEC,9.5,586.0,2.0,0.833,0.5,1.0,16.5,0.0,0.0,1.36,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,6.375,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Declining,2019-02-15,Chennai,Sembakkam,2900000,4948.81,5688.28
PROP-AD5970B8725C,9.5,556.0,1.5,0.833,1.0,1.0,13.7,0.0,5.53,2.41,0.0,0.0,0.105,0.22,0.318,0.0,2.3514,6.3226,0.6931,0.0,0.0,0.0,0.0998,0.1989,0.2761,Chennai_Old Pallavaram,Growth,2021-08-15,Chennai,Old Pallavaram,9000000,8093.53,8253.885
PROP-20C1C3775C99,9.5,560.0,2.0,0.393,0.5,1.0,23.3,3.0,5.53,2.41,0.0,0.0,0.253,0.204,0.155,0.0,2.3514,6.3297,0.6931,1.3863,0.0,0.0,0.2255,0.1856,0.1441,Chennai_Veppampattu,Growth,2021-08-15,Chennai,Veppampattu,2480000,4428.57,3954.99
PROP-B27550B59EF2,9.5,428.0,1.5,0.833,0.5,1.0,25.9,3.0,6.81,1.92,0.0,0.0,0.209,0.316,0.224,0.0,2.3514,6.0615,0.6931,1.3863,0.0,0.0,0.1898,0.2746,0.2021,Chennai_Pammal,Growth,2019-05-15,Chennai,Pammal,3700000,4322.43,5510.2
PROP-A9AD15AE4F4B,9.5,539.5,1.5,0.833,0.333,1.0,24.7,2.0,13.31,3.59,0.0,0.0,0.327,0.28,0.251,1.0,2.3514,6.2925,0.6931,1.0986,0.0,0.0,0.2829,0.2469,0.2239,Chennai_Vanagaram,Growth,2022-11-15,Chennai,Vanagaram,6500000,6024.1,33572.05
PROP-968DCB86BB82,9.5,550.0,1.5,0.833,0.5,1.0,11.5,0.0,0.0,0.0,0.0,0.0,0.152,0.111,0.144,0.0,2.3514,6.3117,0.6931,0.0,0.0,0.0,0.1415,0.1053,0.1345,Chennai_Jeth Nagar,Declining,2018-05-15,Chennai,Jeth Nagar,12000000,10909.09,10909.09
PROP-7E5D68FEA71F,9.5,477.33,1.0,0.833,0.0,1.0,28.2,1.0,4.21,-0.76,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.1703,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Stable,2020-08-15,Chennai,Madambakkam,5600000,3910.61,5174.64
PROP-44ED17888D48,9.5,466.0,1.5,0.833,0.25,1.0,35.0,7.0,6.95,1.68,0.0,0.0,0.274,0.626,0.181,2.0,2.3514,6.1463,0.6931,2.0794,0.0,0.0,0.2422,0.4861,0.1664,Chennai_Urapakkam,Growth,2019-11-15,Chennai,Urapakkam,4500000,4828.33,4166.67
PROP-81E153A834E7,9.5,500.0,1.0,0.667,0.5,1.0,28.2,1.0,10.98,3.14,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.2166,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Growth,2022-02-15,Chennai,Madambakkam,4500000,3000.0,5174.64
PROP-A88B26A7F5A1,9.5,600.0,1.5,0.833,0.5,1.0,24.2,0.0,5.53,2.41,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.3986,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Growth,2021-08-15,Chennai,West Tambaram,7500000,6250.0,5323.895
PROP-EE3AB12955E8,9.5,590.0,2.0,0.833,0.5,1.0,41.6,7.0,5.53,2.41,0.0,0.0,0.412,0.498,0.252,3.0,2.3514,6.3818,0.6931,2.0794,0.0,0.0,0.345,0.4041,0.2247,Chennai_Velachery,Growth,2021-08-15,Chennai,Velachery,3200000,5423.73,8125.0
PROP-67EBEA3AE062,9.5,392.5,0.75,0.86,1.0,1.0,16.5,0.0,5.53,2.41,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,5.9751,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Growth,2021-08-15,Chennai,Sembakkam,8500000,5414.01,5688.28
PROP-BE92DFBC3E9C,9.5,404.0,1.5,0.833,0.5,1.0,54.9,7.0,0.0,1.51,0.0,0.0,1.304,0.305,0.449,2.0,2.3514,6.0039,0.6931,2.0794,0.0,0.0,0.8346,0.2662,0.3709,Chennai_Medavakkam,Declining,2018-11-15,Chennai,Medavakkam,3600000,4455.45,5623.02
PROP-E8F817173608,9.5,527.33,1.0,0.833,0.5,1.0,30.6,0.0,7.64,2.01,0.0,0.0,0.488,0.272,0.321,0.0,2.3514,6.2697,0.6931,0.0,0.0,0.0,0.3974,0.2406,0.2784,Chennai_Thiruvallur,Growth,2020-02-15,Chennai,Thiruvallur,5000000,3160.56,4444.44
PROP-6B4235B84BF7,9.5,600.0,1.0,0.833,0.5,1.0,9.3,2.0,12.72,2.5,0.0,0.0,0.252,0.091,0.086,1.0,2.3514,6.3986,0.6931,1.0986,0.0,0.0,0.2247,0.0871,0.0825,Chennai_Villivakkam,Growth,2022-08-15,Chennai,Villivakkam,22500000,9375.0,7341.77
PROP-A435F5194B94,9.5,450.0,1.0,0.833,0.5,1.0,24.7,0.0,0.0,1.51,0.0,0.0,0.218,0.422,0.119,0.0,2.3514,6.1115,0.6931,0.0,0.0,0.0,0.1972,0.3521,0.1124,Chennai_Raja Annamalai Puram,Declining,2018-11-15,Chennai,Raja Annamalai Puram,16000000,11851.85,12156.86
PROP-3FBB548884A3,9.5,466.67,1.0,0.833,0.5,1.0,48.4,10.0,9.52,3.06,0.0,0.0,0.448,1.328,0.256,3.0,2.3514,6.1478,0.6931,2.3979,0.0,0.0,0.3702,0.845,0.2279,Chennai_Porur,Growth,2021-11-15,Chennai,Porur,6500000,4642.86,5645.16
PROP-74E8BBDB1869,9.5,475.0,1.5,0.833,0.5,1.0,35.0,7.0,6.92,1.24,0.0,0.0,0.274,0.626,0.181,2.0,2.3514,6.1654,0.6931,2.0794,0.0,0.0,0.2422,0.4861,0.1664,Chennai_Urapakkam,Growth,2020-05-15,Chennai,Urapakkam,3200000,3368.42,4166.67
PROP-A28E9A937C8E,9.5,425.0,1.5,0.833,0.5,1.0,28.5,4.0,1.77,-0.7,0.0,0.0,0.27,0.192,0.398,2.0,2.3514,6.0544,0.6931,1.6094,0.0,0.0,0.239,0.1756,0.335,Chennai_Puzhal,Stable,2020-11-15,Chennai,Puzhal,5500000,6470.59,5826.285
PROP-7745510EA9DC,9.5,430.0,1.5,0.833,0.571,1.0,40.6,12.0,0.0,1.36,0.0,0.0,0.636,0.264,0.329,3.0,2.3514,6.0661,0.6931,2.5649,0.0,0.0,0.4923,0.2343,0.2844,Chennai_Ramapuram,Declining,2019-02-15,Chennai,Ramapuram,5400000,6279.07,6279.07
PROP-8F4F97BE042E,9.5,433.33,1.0,0.833,0.0,1.0,41.6,7.0,0.0,1.36,0.0,0.0,0.412,0.498,0.252,3.0,2.3514,6.0738,0.6931,2.0794,0.0,0.0,0.345,0.4041,0.2247,Chennai_Velachery,Declining,2019-02-15,Chennai,Velachery,7900000,6076.92,8125.0
PROP-BF8C21590A2E,9.5,390.0,1.0,0.833,0.667,1.0,24.7,0.0,6.95,1.68,0.0,0.0,0.218,0.422,0.119,0.0,2.3514,5.9687,0.6931,0.0,0.0,0.0,0.1972,0.3521,0.1124,Chennai_Raja Annamalai Puram,Growth,2019-11-15,Chennai,Raja Annamalai Puram,8500000,10897.44,12156.86
PROP-A21E0E395182,9.5,550.0,1.5,0.545,0.5,1.0,32.5,2.0,5.53,2.41,0.0,0.0,0.573,0.251,0.218,1.0,2.3514,6.3117,0.6931,1.0986,0.0,0.0,0.453,0.2239,0.1972,Chennai_Ambattur,Growth,2021-08-15,Chennai,Ambattur,6700000,6090.91,5692.31
PROP-D623A5BD3259,9.5,397.67,1.0,0.833,0.5,1.0,20.4,0.0,6.78,1.82,0.0,0.0,0.301,0.164,0.141,0.0,2.3514,5.9881,0.6931,0.0,0.0,0.0,0.2631,0.1519,0.1319,Chennai_Adambakkam,Growth,2019-08-15,Chennai,Adambakkam,9900000,8298.41,8917.025
PROP-BF8A99D156F1,9.5,450.0,1.0,0.833,0.5,1.0,11.5,2.0,6.95,1.68,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.1115,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth,2019-11-15,Chennai,Kolathur,12000000,8888.89,6272.379999999999
PROP-3D8AAD5E73B5,9.5,600.0,1.5,0.833,1.0,1.0,6.2,3.0,0.0,1.36,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.3986,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Declining,2019-02-15,Chennai,Perungudi,7500000,6250.0,6515.84
PROP-0C0BFF42A42C,9.5,473.0,1.5,0.833,0.5,1.0,13.5,2.0,10.98,3.14,0.0,0.0,0.184,0.134,0.289,1.0,2.3514,6.1612,0.6931,1.0986,0.0,0.0,0.1689,0.1258,0.2539,Chennai_Perambur,Growth,2022-02-15,Chennai,Perambur,6300000,6659.62,7767.745
PROP-FF9962D2025D,20.0,355.0,1.0,1.0,0.5,1.0,13.8,2.0,0.0,1.51,0.0,0.0,0.156,0.146,0.096,1.0,3.0445,5.8749,0.6931,1.0986,0.0,0.0,0.145,0.1363,0.0917,Chennai_Anna Nagar West,Declining,2018-11-15,Chennai,Anna Nagar West,8800000,8262.91,10009.39
PROP-74543CBC599C,9.5,580.0,2.0,0.833,0.0,1.0,35.4,2.0,1.55,1.79,0.0,0.0,1.028,0.295,0.173,1.0,2.3514,6.3648,0.6931,1.0986,0.0,0.0,0.7071,0.2585,0.1596,Chennai_Mudichur,Stable,2021-02-15,Chennai,Mudichur,2686000,4631.03,4631.03
PROP-4BF83DB33530,9.5,580.0,1.5,0.833,0.5,1.0,43.6,4.0,1.55,1.79,0.0,0.0,0.828,0.447,0.2,2.0,2.3514,6.3648,0.6931,1.6094,0.0,0.0,0.6032,0.3695,0.1823,Chennai_Sholinganallur,Stable,2021-02-15,Chennai,Sholinganallur,6490000,5594.83,5712.215
PROP-523A9B07D2A1,9.5,527.5,1.5,0.833,1.0,1.0,27.8,0.0,0.0,1.36,0.0,0.0,0.241,0.205,0.835,0.0,2.3514,6.27,0.6931,0.0,0.0,0.0,0.2159,0.1865,0.607,Chennai_Perumbakkam,Declining,2019-02-15,Chennai,Perumbakkam,5800000,5497.63,5453.38
PROP-39540AD67FD6,9.5,485.0,0.75,0.833,0.5,1.0,11.8,0.0,7.64,2.01,0.0,0.0,0.257,0.107,0.164,0.0,2.3514,6.1862,0.6931,0.0,0.0,0.0,0.2287,0.1017,0.1519,Chennai_Vadapalani,Growth,2020-02-15,Chennai,Vadapalani,27500000,14175.26,13586.41
PROP-42C7D4D34A9C,9.5,469.0,1.5,0.833,0.5,1.0,28.5,1.0,0.0,1.51,0.0,0.0,0.447,0.253,0.269,0.0,2.3514,6.1527,0.6931,0.6931,0.0,0.0,0.3695,0.2255,0.2382,Chennai_Choolaimedu,Declining,2018-11-15,Chennai,Choolaimedu,9000000,9594.88,6906.525
PROP-275C30FED99F,9.5,570.67,1.0,0.833,0.5,1.0,16.5,0.0,13.31,3.59,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,6.3486,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Growth,2022-11-15,Chennai,Sembakkam,11500000,6717.29,5688.28
PROP-43929E420C2D,9.5,332.0,0.75,0.833,0.5,1.0,34.0,2.0,10.98,3.14,0.0,0.0,0.262,0.226,1.199,1.0,2.3514,5.8081,0.6931,1.0986,0.0,0.0,0.2327,0.2038,0.788,Chennai_Triplicane,Growth,2022-02-15,Chennai,Triplicane,23900000,17996.99,9487.18
PROP-478099107B8F,9.5,542.5,1.5,0.793,0.75,1.0,36.6,0.0,5.53,2.41,0.0,0.0,0.574,0.513,0.323,0.0,2.3514,6.298,0.6931,0.0,0.0,0.0,0.4536,0.4141,0.2799,Chennai_Pennalur,Growth,2021-08-15,Chennai,Pennalur,3000000,2764.98,2591.1400000000003
