property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime,listing_date,city,locality,price_inr,price_per_sqft,target_locality_median_ppsf
PROP-3BCBCA8109BD,9.5,375.0,1.0,0.833,1.0,1.01,30.8,0.0,2.43,-1.05,27.78,13.3333,0.243,0.252,0.77,0.0,2.3514,5.9296,0.6981,0.0,3.3597,2.6626,0.2175,0.2247,0.571,Delhi_Mehrauli,Stable,2020-11-15,Delhi,Mehrauli,1800000,2400.0,3829.545
PROP-1D500711B9EE,9.5,450.0,2.0,0.833,0.0,1.6,9.4,0.0,11.19,2.24,44.0,16.4211,0.087,0.184,0.149,0.0,2.3514,6.1115,0.9555,0.0,3.8067,2.8577,0.0834,0.1689,0.1389,Delhi_East Of Kailash,Growth,2022-11-15,Delhi,East Of Kailash,3800000,8444.44,12722.220000000001
PROP-5E56894F11B5,9.5,350.0,0.75,1.0,0.5,1.049,29.7,3.0,12.26,3.17,29.11,2.1231,0.261,0.327,0.519,0.0,2.3514,5.8608,0.7174,1.3863,3.4049,1.1388,0.2319,0.2829,0.4181,Pune_Dhanori,Growth,2022-08-15,Pune,Dhanori,13000000,9285.71,6227.11
PROP-2B3D4B4FCDB0,9.5,315.0,1.0,0.833,0.5,1.0,14.6,0.0,5.77,1.59,0.0,0.0,0.141,0.152,0.46,0.0,2.3514,5.7557,0.6931,0.0,0.0,0.0,0.1319,0.1415,0.3784,Hyderabad_Chandrayangutta,Growth,2019-08-15,Hyderabad,Chandrayangutta,4500000,4761.9,3951.2
PROP-4123F9A4B8D7,9.5,850.0,1.0,0.833,0.5,1.0,8.2,0.0,0.0,1.04,30.0,1.4483,0.242,0.072,0.068,0.0,2.3514,6.7464,0.6931,0.0,3.434,0.8954,0.2167,0.0695,0.0658,Bengaluru_Mattanahalli,Declining,2018-11-15,Bengaluru,Mattanahalli,29000000,8529.41,5741.035
PROP-96F57B5AEFA0,9.5,250.0,1.0,0.9,0.5,1.01,35.9,8.0,11.19,2.24,27.78,15.5294,1.736,0.126,0.147,1.0,2.3514,5.5255,0.6981,2.1972,3.3597,2.8051,1.0065,0.1187,0.1371,Delhi_Sonia Vihar,Growth,2022-11-15,Delhi,Sonia Vihar,1700000,3400.0,5555.56
PROP-179EBE563529,9.5,466.67,0.67,0.929,0.5,1.0,32.3,4.0,5.83,2.23,27.76,0.492,0.364,0.62,0.228,2.0,2.3514,6.1478,0.6931,1.6094,3.359,0.4001,0.3104,0.4824,0.2054,Pune_Hadapsar,Growth,2021-08-15,Pune,Hadapsar,50000000,17857.14,5391.3
PROP-64753F415CF9,9.5,290.0,1.0,0.833,0.25,0.823,59.0,8.0,6.88,1.37,22.86,7.2727,0.713,0.714,0.418,1.0,2.3514,5.6733,0.6005,2.1972,3.1722,2.113,0.5382,0.5388,0.3492,Pune_Pimple Gurav,Growth,2019-08-15,Pune,Pimple Gurav,3300000,5689.66,6294.12
PROP-50A7A3783741,9.5,150.0,0.67,0.833,0.5,0.432,34.4,5.0,8.33,3.09,11.88,1.6,0.175,0.188,1.792,1.0,2.3514,5.0173,0.3591,1.7918,2.5557,0.9555,0.1613,0.1723,1.0268,Delhi_Najafgarh,Growth,2021-11-15,Delhi,Najafgarh,6000000,13333.33,6194.86
PROP-A27B476CBAD5,9.5,288.0,0.6,0.833,0.5,1.0,10.6,0.0,8.02,1.62,0.0,0.0,0.169,0.125,0.147,0.0,2.3514,5.6664,0.6931,0.0,0.0,0.0,0.1561,0.1178,0.1371,Kolkata_Tangra,Growth,2020-02-15,Kolkata,Tangra,15000000,10416.67,7985.8
PROP-37B72CE4F891,9.5,552.5,1.5,0.833,0.5,1.0,6.2,3.0,7.64,2.01,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.3163,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Growth,2020-02-15,Chennai,Perungudi,7200000,6515.84,6515.84
PROP-7C6DC523137D,9.5,500.0,1.5,0.833,1.0,1.0,16.3,0.0,5.75,1.32,0.0,0.0,0.149,0.108,0.167,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.1389,0.1026,0.1544,Hyderabad_Kapra,Growth,2019-05-15,Hyderabad,Kapra,4500000,4500.0,5000.0
PROP-07A4501BE424,9.5,375.0,1.0,0.833,0.5,1.0,38.7,9.0,0.0,0.0,0.0,0.0,0.587,0.258,0.278,3.0,2.3514,5.9296,0.6931,2.3026,0.0,0.0,0.4618,0.2295,0.2453,Chennai_Padappai,Declining,2018-05-15,Chennai,Padappai,1200000,3200.0,3711.11
PROP-D83A653D5CBD,9.5,449.5,1.5,0.833,0.5,0.884,6.0,0.0,5.74,1.4,69.09,3.84,0.166,0.09,0.139,0.0,2.3514,6.1104,0.6334,0.0,4.2498,1.5769,0.1536,0.0862,0.1302,Mumbai_Borivali West,Growth,2019-08-15,Mumbai,Borivali West,12500000,13904.34,21040.97
PROP-95FEE5E7490F,9.5,1500.0,1.0,0.833,0.5,1.0,34.5,8.0,6.92,1.24,0.0,0.0,0.204,0.731,0.294,4.0,2.3514,7.3139,0.6931,2.1972,0.0,0.0,0.1856,0.5487,0.2577,Chennai_Thiruvanmiyur,Growth,2020-05-15,Chennai,Thiruvanmiyur,80000000,13333.33,13498.35
PROP-840B09AFF58E,9.5,628.0,2.0,0.833,0.5,0.884,26.5,0.0,11.23,3.21,24.54,7.6364,0.237,0.176,0.694,0.0,2.3514,6.4441,0.6334,0.0,3.2402,2.156,0.2127,0.1621,0.5271,Pune_Charholi Budruk,Growth,2022-05-15,Pune,Charholi Budruk,3300000,5254.78,4973.485000000001
PROP-325E1F69B5E9,9.5,450.0,1.5,0.833,0.5,1.0,54.8,9.0,7.45,1.58,0.0,0.0,0.665,0.446,0.657,2.0,2.3514,6.1115,0.6931,2.3026,0.0,0.0,0.5098,0.3688,0.505,Kolkata_Sarsuna,Growth,2020-05-15,Kolkata,Sarsuna,2200000,2444.44,3250.0
PROP-6DECCB0C8BA2,9.5,750.0,1.5,0.833,0.5,1.01,5.5,0.0,0.0,0.0,27.78,9.7778,0.079,0.114,0.119,0.0,2.3514,6.6214,0.6981,0.0,3.3597,2.3775,0.076,0.108,0.1124,Delhi_Kamruddin Nagar,Declining,2018-05-15,Delhi,Kamruddin Nagar,2700000,1800.0,3240.0
PROP-CD77A0E36207,9.5,733.33,0.83,0.833,0.5,1.0,16.0,2.0,10.48,3.08,30.0,1.9091,0.165,0.12,0.411,1.0,2.3514,6.599,0.6931,1.0986,3.434,1.0678,0.1527,0.1133,0.3443,Bengaluru_Azad Nagar,Growth,2022-05-15,Bengaluru,Azad Nagar,22000000,5000.0,5000.0
PROP-4D0FBECB9B11,9.5,520.0,2.0,0.75,0.714,0.884,6.0,0.0,6.25,1.15,69.09,4.1739,0.166,0.09,0.139,0.0,2.3514,6.2558,0.6334,0.0,4.2498,1.6436,0.1536,0.0862,0.1302,Mumbai_Borivali West,Growth,2019-05-15,Mumbai,Borivali West,11500000,22115.38,21040.97
PROP-E8933B9C69DB,9.5,650.0,2.0,0.833,0.333,1.049,27.9,2.0,3.98,1.24,28.84,5.7231,0.498,0.191,0.3,1.0,2.3514,6.4785,0.7174,1.0986,3.3958,1.9055,0.4041,0.1748,0.2624,Delhi_Patparganj,Stable,2021-08-15,Delhi,Patparganj,6500000,10000.0,11026.314999999999
PROP-41A7F0C89156,9.5,550.0,2.0,0.833,0.4,0.848,17.1,0.0,3.98,1.24,23.33,8.3077,0.392,0.149,0.08,0.0,2.3514,6.3117,0.6141,0.0,3.1917,2.2308,0.3307,0.1389,0.077,Delhi_Chhattarpur,Stable,2021-08-15,Delhi,Chhattarpur,2600000,4727.27,4923.08
PROP-AA78B87DB0D8,9.5,635.0,1.5,0.833,0.5,0.606,27.5,2.0,4.44,-0.38,18.18,4.2857,0.187,0.428,0.252,1.0,2.3514,6.4552,0.4737,1.0986,2.9539,1.665,0.1714,0.3563,0.2247,Bengaluru_Abbigere,Stable,2020-08-15,Bengaluru,Abbigere,5600000,4409.45,5000.0
PROP-8E8B33778AD0,9.5,600.0,1.0,0.833,0.5,1.0,51.8,8.0,12.11,3.15,0.0,0.0,1.631,0.382,0.274,1.0,2.3514,6.3986,0.6931,2.1972,0.0,0.0,0.9674,0.3235,0.2422,Kolkata_Harinavi,Growth,2022-08-15,Kolkata,Harinavi,4500000,2500.0,3135.1400000000003
PROP-716C5382ED82,9.5,533.5,1.5,0.833,0.5,0.803,36.3,3.0,7.77,1.5,24.09,5.5472,0.315,0.457,0.24,0.0,2.3514,6.2813,0.5895,1.3863,3.2225,1.879,0.2738,0.3764,0.2151,Bengaluru_Talaghattapura,Growth,2020-05-15,Bengaluru,Talaghattapura,5300000,4967.2,5003.6
PROP-DBF477E23C39,9.5,300.0,1.0,0.833,0.25,1.369,29.8,3.0,0.0,2.06,37.65,6.9818,0.543,0.143,0.162,0.0,2.3514,5.7071,0.8625,1.3863,3.6545,2.0772,0.4337,0.1337,0.1501,Delhi_Malviya Nagar,Declining,2018-08-15,Delhi,Malviya Nagar,5500000,6111.11,7500.0
PROP-85239FFFB8FB,9.5,366.67,1.0,0.833,0.25,1.01,7.7,0.0,10.55,3.0,27.78,1.8592,0.105,0.128,0.088,0.0,2.3514,5.9072,0.6981,0.0,3.3597,1.0505,0.0998,0.1204,0.0843,Delhi_Rohini Extension,Growth,2022-05-15,Delhi,Rohini Extension,14200000,12909.09,12909.09
PROP-781ADE341A17,9.5,150.0,0.38,0.833,0.5,0.485,39.1,0.0,7.77,1.5,14.55,0.8033,0.34,0.799,0.569,0.0,2.3514,5.0173,0.3954,0.0,2.7441,0.5896,0.2927,0.5872,0.4504,Bengaluru_Gottigere,Growth,2020-05-15,Bengaluru,Gottigere,23900000,19916.67,5084.57
PROP-EAD71130FB6C,9.5,500.0,2.0,0.833,0.5,1.478,28.4,2.0,0.0,1.96,41.03,14.0,0.181,0.754,0.149,1.0,2.3514,6.2166,0.9075,1.0986,3.7384,2.7081,0.1664,0.5619,0.1389,Pune_Hingne Khurd,Declining,2018-08-15,Pune,Hingne Khurd,3000000,6000.0,5621.49
PROP-9A0FBC395F4D,9.5,410.0,0.8,0.833,0.5,1.0,36.9,7.0,0.0,1.51,0.0,0.0,0.389,0.417,0.203,2.0,2.3514,6.0186,0.6931,2.0794,0.0,0.0,0.3286,0.3485,0.1848,Chennai_Mogappair,Declining,2018-11-15,Chennai,Mogappair,7600000,3707.32,7072.219999999999
PROP-05BA241020E1,9.5,1450.0,3.0,0.833,0.5,1.0,31.7,2.0,0.0,1.96,30.0,8.75,0.277,0.378,0.209,1.0,2.3514,7.28,0.6931,1.0986,3.434,2.2773,0.2445,0.3206,0.1898,Bengaluru_Channanayakanapalya,Declining,2018-08-15,Bengaluru,Channanayakanapalya,4800000,3310.34,3310.34
PROP-4223427364F3,9.5,470.0,1.0,0.833,0.5,1.0,15.6,3.0,1.97,1.49,30.0,3.8182,0.107,0.143,0.206,0.0,2.3514,6.1549,0.6931,1.3863,3.434,1.5724,0.1017,0.1337,0.1873,Bengaluru_Syndicate Bank Employees Housing Society Layout,Stable,2021-05-15,Bengaluru,Syndicate Bank Employees Housing Society Layout,11000000,7801.42,7801.42
PROP-5DA096198089,9.5,37.5,0.25,0.833,0.5,1.01,3.0,0.0,2.34,2.09,27.78,2.64,0.071,0.052,0.119,0.0,2.3514,3.6507,0.6981,0.0,3.3597,1.292,0.0686,0.0507,0.1124,Delhi_Old Delhi,Stable,2021-05-15,Delhi,Old Delhi,10000000,66666.67,7222.219999999999
PROP-A5405688FEF0,9.5,300.0,0.6,0.833,0.5,1.0,21.6,3.0,4.48,-1.02,0.0,0.0,0.286,0.22,0.17,1.0,2.3514,5.7071,0.6931,1.3863,0.0,0.0,0.2515,0.1989,0.157,Kolkata_Mahheshtala,Stable,2020-08-15,Kolkata,Mahheshtala,3500000,2333.33,3877.4449999999997
PROP-EAD72DBD128D,9.5,498.67,1.0,0.833,0.5,0.491,18.1,0.0,8.16,2.79,14.72,1.6421,0.306,0.165,0.23,0.0,2.3514,6.2139,0.3994,0.0,2.7549,0.9716,0.267,0.1527,0.207,Bengaluru_Sunkadakatte,Growth,2019-08-15,Bengaluru,Sunkadakatte,9500000,6350.27,6483.35
PROP-C467DD9DF355,9.5,400.0,1.0,0.802,0.75,0.469,57.8,6.0,7.02,1.96,13.02,1.2676,4.505,0.76,0.632,3.0,2.3514,5.994,0.3846,1.9459,2.6405,0.8187,1.7057,0.5653,0.4898,Pune_Alandi,Growth,2020-02-15,Pune,Alandi,7100000,5916.67,4477.83
PROP-79A803258FC1,9.5,35000.0,2.0,0.833,0.5,1.0,24.5,5.0,4.44,-0.38,30.0,4.6667,0.175,0.186,0.143,1.0,2.3514,10.4631,0.6931,1.7918,3.434,1.7346,0.1613,0.1706,0.1337,Bengaluru_Electronic City Phase Ii,Stable,2020-08-15,Bengaluru,Electronic City Phase Ii,9000000,257.14,4769.635
PROP-240CD3A55659,9.5,240.0,0.6,0.833,0.5,1.0,8.1,0.0,10.18,2.02,30.0,1.5556,0.126,0.137,0.172,0.0,2.3514,5.4848,0.6931,0.0,3.434,0.9383,0.1187,0.1284,0.1587,Bengaluru_Thavarekere,Growth,2022-11-15,Bengaluru,Thavarekere,27000000,22500.0,20000.0
PROP-0ADF086C0698,9.5,544.5,1.5,0.833,0.7,0.834,31.2,4.0,2.43,-0.47,23.15,3.6,0.154,0.272,0.341,0.0,2.3514,6.3017,0.6065,1.6094,3.1843,1.5261,0.1432,0.2406,0.2934,Pune_Mohammed Wadi,Stable,2020-11-15,Pune,Mohammed Wadi,6000000,5509.64,6097.56
PROP-580D0948528A,9.5,125.0,0.5,0.833,0.5,0.667,16.3,0.0,0.0,0.0,18.33,2.5,0.29,0.124,0.147,0.0,2.3514,4.8363,0.511,0.0,2.9617,1.2528,0.2546,0.1169,0.1371,Delhi_Palam,Declining,2018-05-15,Delhi,Palam,6000000,12000.0,7222.22
PROP-DBE598F3206D,9.5,537.5,1.0,0.833,0.7,1.0,24.6,0.0,2.43,-1.05,27.5,1.68,0.184,0.757,0.144,0.0,2.3514,6.2888,0.6931,0.0,3.3499,0.9858,0.1689,0.5636,0.1345,Delhi_Sector 12 Dwarka,Stable,2020-11-15,Delhi,Sector 12 Dwarka,25000000,11627.91,11624.765
PROP-6BB43C2A8F57,9.5,526.0,1.5,0.833,1.0,1.0,54.1,5.0,9.52,3.06,0.0,0.0,0.597,0.614,0.355,1.0,2.3514,6.2672,0.6931,1.7918,0.0,0.0,0.4681,0.4787,0.3038,Chennai_Ambattur Industrial Estate,Growth,2021-11-15,Chennai,Ambattur Industrial Estate,8300000,7889.73,7645.525
PROP-BA243F7A8CDE,9.5,600.0,1.0,1.0,0.5,1.0,28.2,1.0,0.0,1.36,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.3986,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Declining,2019-02-15,Chennai,Madambakkam,12500000,5208.33,5048.08
PROP-88B5AEDD194D,9.5,595.0,2.0,0.833,0.4,0.58,25.4,5.0,11.23,3.21,16.1,4.875,0.203,0.185,0.25,2.0,2.3514,6.3902,0.4574,1.7918,2.8391,1.7707,0.1848,0.1697,0.2231,Pune_Shivane,Growth,2022-05-15,Pune,Shivane,2400000,4033.61,4493.63
PROP-53362A4D6A74,9.5,700.0,1.0,0.833,0.5,1.212,40.8,0.0,8.33,3.09,33.33,1.65,0.639,0.234,0.44,0.0,2.3514,6.5525,0.7939,0.0,3.536,0.9746,0.4941,0.2103,0.3646,Delhi_Janakpuri,Growth,2021-11-15,Delhi,Janakpuri,16000000,4571.43,12291.665
PROP-B7C9C7CC3779,9.5,383.33,1.0,0.833,0.5,1.01,33.6,0.0,7.81,1.6,27.78,2.112,0.404,0.208,0.357,0.0,2.3514,5.9515,0.6981,0.0,3.3597,1.1353,0.3393,0.189,0.3053,Delhi_Mayur Vihar Ii,Growth,2019-05-15,Delhi,Mayur Vihar Ii,12500000,10869.57,9000.0
PROP-2CB602F7E7DD,9.5,375.0,1.0,0.833,0.333,1.0,13.5,2.0,0.0,0.0,0.0,0.0,0.184,0.134,0.289,1.0,2.3514,5.9296,0.6931,1.0986,0.0,0.0,0.1689,0.1258,0.2539,Chennai_Perambur,Declining,2018-05-15,Chennai,Perambur,3375000,4500.0,7333.33
PROP-803B2E7AC409,9.5,360.0,0.5,0.833,0.5,1.0,43.3,14.0,9.41,3.45,0.0,0.0,0.28,0.396,0.589,2.0,2.3514,5.8889,0.6931,2.7081,0.0,0.0,0.2469,0.3336,0.4631,Kolkata_Garia,Growth,2022-02-15,Kolkata,Garia,16000000,4444.44,4405.29
PROP-29F88F6C6B44,9.5,457.67,1.0,0.833,1.0,1.0,32.3,4.0,9.13,2.64,27.76,2.5102,0.364,0.62,0.228,2.0,2.3514,6.1283,0.6931,1.6094,3.359,1.2557,0.3104,0.4824,0.2054,Pune_Hadapsar,Growth,2021-11-15,Pune,Hadapsar,9800000,7137.65,5391.3
