station_name,city,station_lat,station_lon,year,month,time_key,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,7,2023-07,31,16,27,31,54.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,8,2023-08,34,18,30,34,42.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,9,2023-09,33,17,29,33,32.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,10,2023-10,79,43,71,79,48.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,11,2023-11,107,57,94,107,73.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2023,12,2023-12,102,58,95,102,96.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,1,2024-01,98,53,88,98,102.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,2,2024-02,81,44,72,81,93.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,3,2024-03,70,38,63,70,83.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,4,2024-04,63,36,58,63,71.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,5,2024-05,59,33,54,59,64.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,6,2024-06,60,32,52,60,60.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,7,2024-07,31,17,28,31,50.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,8,2024-08,33,17,28,33,41.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,9,2024-09,32,18,30,32,32.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,10,2024-10,74,41,67,74,46.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,11,2024-11,93,50,82,93,66.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2024,12,2024-12,94,54,88,94,87.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,1,2025-01,102,58,96,102,96.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,2,2025-02,72,37,61,72,89.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,3,2025-03,66,35,58,66,80.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,4,2025-04,67,35,57,67,68.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,5,2025-05,65,34,56,65,66.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,6,2025-06,58,31,51,58,63.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,7,2025-07,29,16,26,29,50.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,8,2025-08,32,17,29,32,39.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,9,2025-09,29,15,24,29,30.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,10,2025-10,79,42,68,79,46.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,11,2025-11,100,54,89,100,69.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2025,12,2025-12,94,49,81,94,91.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,1,2026-01,104,56,91,104,99.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,2,2026-02,70,37,61,70,89.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,3,2026-03,63,34,56,63,79.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,4,2026-04,70,39,64,70,67.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,5,2026-05,70,38,63,70,67.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,6,2026-06,64,35,58,64,68.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,7,2026-07,32,17,28,32,55.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,8,2026-08,34,18,30,34,43.3
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,9,2026-09,35,18,30,35,33.7
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,10,2026-10,81,42,69,81,50.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,11,2026-11,100,55,90,100,72.0
CPCB_BLR_BTM,Bengaluru,12.915,77.61,2026,12,2026-12,109,61,100,109,96.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,1,2017-01,103,55,90,103,103.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,2,2017-02,79,45,74,79,79.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,3,2017-03,60,32,52,60,80.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,4,2017-04,59,32,53,59,66.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,5,2017-05,54,29,48,54,57.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,6,2017-06,61,32,53,61,58.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,7,2017-07,29,16,27,29,48.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,8,2017-08,27,15,24,27,39.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,9,2017-09,30,16,27,30,28.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,10,2017-10,64,33,55,64,40.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,11,2017-11,87,46,75,87,60.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2017,12,2017-12,99,56,92,99,83.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,1,2018-01,97,56,91,97,94.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,2,2018-02,65,35,57,65,87.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,3,2018-03,63,33,55,63,75.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,4,2018-04,61,32,53,61,63.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,5,2018-05,60,33,54,60,61.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,6,2018-06,56,32,52,56,59.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,7,2018-07,31,17,28,31,49.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,8,2018-08,27,15,24,27,38.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,9,2018-09,32,18,29,32,30.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,10,2018-10,72,41,67,72,43.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,11,2018-11,94,51,84,94,66.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2018,12,2018-12,88,47,77,88,84.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,1,2019-01,93,50,82,93,91.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,2,2019-02,68,39,64,68,83.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,3,2019-03,55,29,48,55,72.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,4,2019-04,58,31,51,58,60.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,5,2019-05,60,33,55,60,57.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,6,2019-06,58,31,52,58,58.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,7,2019-07,27,15,25,27,48.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,8,2019-08,33,18,30,33,39.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,9,2019-09,29,15,25,29,29.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,10,2019-10,67,38,62,67,43.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,11,2019-11,105,57,93,105,67.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2019,12,2019-12,97,53,87,97,89.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,1,2020-01,86,48,79,86,96.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,2,2020-02,69,37,62,69,84.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,3,2020-03,59,33,54,59,71.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,4,2020-04,61,32,53,61,63.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,5,2020-05,57,30,50,57,59.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,6,2020-06,61,31,52,61,59.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,7,2020-07,32,17,29,32,50.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,8,2020-08,29,15,25,29,40.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,9,2020-09,29,15,25,29,30.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,10,2020-10,69,38,63,69,42.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,11,2020-11,104,56,91,104,67.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2020,12,2020-12,91,49,81,91,88.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,1,2021-01,99,56,91,99,98.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,2,2021-02,71,40,66,71,87.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,3,2021-03,58,30,50,58,76.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,4,2021-04,60,34,56,60,63.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,5,2021-05,57,31,51,57,58.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,6,2021-06,60,31,51,60,59.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,7,2021-07,33,17,29,33,50.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,8,2021-08,29,15,25,29,40.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,9,2021-09,30,16,26,30,30.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,10,2021-10,74,41,67,74,44.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,11,2021-11,100,52,86,100,68.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2021,12,2021-12,101,57,93,101,91.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,1,2022-01,90,49,81,90,97.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,2,2022-02,73,40,67,73,88.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,3,2022-03,65,36,60,65,76.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,4,2022-04,64,34,56,64,67.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,5,2022-05,65,35,57,65,64.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,6,2022-06,58,30,50,58,62.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,7,2022-07,29,15,25,29,50.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,8,2022-08,28,15,24,28,38.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,9,2022-09,28,15,25,28,28.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,10,2022-10,75,42,69,75,43.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,11,2022-11,97,56,91,97,66.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2022,12,2022-12,89,51,84,89,87.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,1,2023-01,89,51,84,89,91.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,2,2023-02,74,39,65,74,84.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,3,2023-03,58,31,52,58,73.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,4,2023-04,62,35,58,62,64.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,5,2023-05,60,33,55,60,60.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,6,2023-06,59,33,55,59,60.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,7,2023-07,32,16,27,32,50.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,8,2023-08,30,16,26,30,40.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,9,2023-09,27,14,24,27,29.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,10,2023-10,72,38,62,72,43.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,11,2023-11,88,49,80,88,62.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2023,12,2023-12,100,53,88,100,86.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,1,2024-01,96,50,82,96,94.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,2,2024-02,79,41,67,79,91.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,3,2024-03,60,33,55,60,78.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,4,2024-04,58,33,54,58,65.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,5,2024-05,64,35,58,64,60.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,6,2024-06,61,32,53,61,61.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,7,2024-07,31,17,28,31,52.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,8,2024-08,30,16,27,30,40.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,9,2024-09,28,14,24,28,29.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,10,2024-10,71,37,61,71,43.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,11,2024-11,91,49,80,91,63.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2024,12,2024-12,93,52,85,93,85.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,1,2025-01,86,46,76,86,90.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,2,2025-02,68,35,58,68,82.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,3,2025-03,55,30,49,55,69.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,4,2025-04,65,37,60,65,62.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,5,2025-05,61,32,53,61,60.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,6,2025-06,66,36,59,66,64.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,7,2025-07,32,16,27,32,53.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,8,2025-08,27,14,24,27,41.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,9,2025-09,32,16,27,32,30.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,10,2025-10,69,36,60,69,42.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,11,2025-11,86,45,74,86,62.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2025,12,2025-12,104,59,97,104,86.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,1,2026-01,92,52,85,92,94.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,2,2026-02,77,41,68,77,91.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,3,2026-03,63,34,56,63,77.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,4,2026-04,55,30,49,55,65.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,5,2026-05,57,32,52,57,58.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,6,2026-06,60,32,53,60,57.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,7,2026-07,27,14,23,27,48.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,8,2026-08,28,16,26,28,38.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,9,2026-09,29,15,25,29,28.0
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,10,2026-10,67,35,57,67,41.3
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,11,2026-11,92,51,83,92,62.7
CPCB_BLR_Hebbal,Bengaluru,13.03,77.59,2026,12,2026-12,104,56,91,104,87.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,1,2017-01,166,90,147,166,166.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,2,2017-02,118,63,104,118,118.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,3,2017-03,115,65,107,115,133.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,4,2017-04,110,59,97,110,114.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,5,2017-05,108,56,92,108,111.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,6,2017-06,111,60,98,111,109.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,7,2017-07,48,26,43,48,89.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,8,2017-08,56,31,50,56,71.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,9,2017-09,50,28,47,50,51.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,10,2017-10,124,71,117,124,76.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,11,2017-11,159,85,140,159,111.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2017,12,2017-12,179,100,164,179,154.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,1,2018-01,162,93,153,162,166.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,2,2018-02,113,65,106,113,151.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,3,2018-03,98,53,88,98,124.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,4,2018-04,108,56,92,108,106.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,5,2018-05,99,54,89,99,101.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,6,2018-06,94,53,87,94,100.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,7,2018-07,51,27,45,51,81.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,8,2018-08,53,30,49,53,66.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,9,2018-09,49,26,42,49,51.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,10,2018-10,126,68,112,126,76.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,11,2018-11,164,93,153,164,113.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2018,12,2018-12,176,91,150,176,155.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,1,2019-01,162,89,145,162,167.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,2,2019-02,129,73,119,129,155.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,3,2019-03,108,57,94,108,133.0
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,4,2019-04,106,55,90,106,114.3
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,5,2019-05,103,57,93,103,105.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,6,2019-06,105,57,93,105,104.7
CPCB_CCU_Bidhannagar,Kolkata,22.58,88.41,2019,7,2019-07,53,27,45,53,87.0
